img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,table_key,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
162,R1,34.91620255,32.02521515,01/12/2025,0.076473236,0.84077394,0.056578986,0.8575579,0.84077394,1.0129302,3.5467813,table_24_1774168017329675368,RED_white_blue_led_ids,RED,0.22,0.03,0.7162,0.107,0.027,-0.3725125565907219,05/12/2025,White+Blue LED
165,R1,34.91619492,32.02518845,01/12/2025,0.084526062,0.84201837,0.060903117,0.8579102,0.84201837,0.98137623,3.432619,table_32_1774168017329677768,RED_white_blue_led_ids,RED,0.22,0.03,0.7162,0.107,0.027,-0.3725125565907219,05/12/2025,White+Blue LED
163,R1,34.91619492,32.02517319,01/12/2025,0.080104828,0.849051,0.047333825,0.86185837,0.849051,1.0190638,3.5689728,table_8_1774168017329669768,RED_white_blue_led_ids,RED,0.22,0.03,0.7162,0.107,0.027,-0.3725125565907219,05/12/2025,White+Blue LED
161,R1,34.91622543,32.02519608,01/12/2025,0.08392334,0.8457907,0.048203964,0.85633874,0.8457907,0.98533636,3.446947,table_16_1774168017329672868,RED_white_blue_led_ids,RED,0.22,0.03,0.7162,0.107,0.027,-0.3725125565907219,05/12/2025,White+Blue LED
196,C2,34.91629028,32.02527237,29/12/2025,0.212306976,0.62054753,0.012052248,0.61963576,0.62054753,0.8943187,3.1176453,table_44_1774184724601155728,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,-0.4094716234827408,31/12/2025,Control-Sun
188,C2,34.91629028,32.02523041,29/12/2025,0.507305145,0.75951356,0.027108124,0.76085895,0.75951356,0.9000638,3.1384304,table_60_1774184724601159429,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,-0.4094716234827408,31/12/2025,Control-Sun
187,C2,34.91627121,32.02519608,29/12/2025,0.462516785,0.81945235,0.030896282,0.82207376,0.81945235,0.8532532,2.96907,table_14_1774184724601147128,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,-0.4094716234827408,31/12/2025,Control-Sun
205,C2,34.91628265,32.02517319,29/12/2025,0.461193085,0.91551256,0.037251305,0.91859436,0.91551256,1.1506059,4.044892,table_29_1774184724601151328,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,-0.4094716234827408,31/12/2025,Control-Sun
234,R3,34.91629791,32.02521515,04/01/2026,0.199237823,0.88332427,0.04654878,0.89173055,0.88332427,1.0440153,3.659247,table_63_1774187719104784088,RED_white_blue_led_ids,RED,0.81,0.03,0.9161,1.0121,0.253,-0.410978780501786,05/02/2026,White+Blue LED
235,R3,34.91625595,32.02522278,04/01/2026,0.204093933,0.89133877,0.04287496,0.90122104,0.89133877,1.081096,3.7934053,table_23_1774187719104771488,RED_white_blue_led_ids,RED,0.81,0.03,0.9161,1.0121,0.253,-0.410978780501786,05/02/2026,White+Blue LED
234,R4,34.91629791,32.02521515,04/01/2026,0.199237823,0.8849723,0.047644902,0.8975809,0.8849723,0.9440119,3.2974348,table_64_1774187719104784288,RED_white_blue_led_ids,RED,0.33,0.03,0.893,0.9543,0.239,-0.4246463984741195,05/02/2026,White+Blue LED
235,R4,34.91625595,32.02522278,04/01/2026,0.204093933,0.8858551,0.05179087,0.9010092,0.8858551,1.0474112,3.6715336,table_24_1774187719104771788,RED_white_blue_led_ids,RED,0.33,0.03,0.893,0.9543,0.239,-0.4246463984741195,05/02/2026,White+Blue LED
161,C1,34.91622543,32.02519608,01/12/2025,0.08392334,0.8453792,0.045393948,0.8594801,0.8453792,0.9808037,3.430548,table_22_1774168017329674868,RED_Control_ids,RED,0.23,0.03,0.6346,0.0947,0.024,-0.4926566831506699,05/12/2025,Control-Sun
165,C1,34.91619492,32.02518845,01/12/2025,0.084526062,0.8382012,0.049054865,0.8492184,0.8382012,0.9567803,3.3436308,table_38_1774168017329679968,RED_Control_ids,RED,0.23,0.03,0.6346,0.0947,0.024,-0.4926566831506699,05/12/2025,Control-Sun
