label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian
R1,46,0,2390,2160,20251216_120226.jpg,2992,2992,0.10537664150500194,0.4663384661166445,0.29547768166540606,0.03060756022065651,0.2497082427643084,0.09235736944642849,0.09722222222222222,0.4186046511627907,0.29411764705882354
R2,0,206,2593,2160,20251216_120250.jpg,2992,2992,0.1336756641975428,0.5414161320238783,0.2617243045449674,0.034260590886449054,0.2710916151069679,0.09179040647216136,0.13333333333333333,0.5116279069767442,0.2549019607843137
R3,5,0,2201,2481,20251216_120336.jpg,2992,2992,0.12457131815510243,0.5587781651772433,0.28882147326679364,0.03062855040459303,0.28939715199079263,0.09571802396047131,0.12056737588652483,0.5,0.2980392156862745
R4,46,0,2662,2432,20251216_120405.jpg,2992,2992,0.11895646301724958,0.5170464705021838,0.26377606489691713,0.03821808549468143,0.27985247827252685,0.09330582986009703,0.11594202898550722,0.4745762711864407,0.2588235294117647
R5,29,17,2291,2349,20251216_120432.jpg,2992,2992,0.1510952812227502,0.6424045541807447,0.26810546687328235,0.02563587312161841,0.2864461450519228,0.09114069613060352,0.14957264957264957,0.64,0.2627450980392157
G1,21,25,2489,2316,20251216_120649.jpg,2992,2992,0.22277593946256785,0.9360239420300661,0.3252490680378521,0.02777779264178207,0.12869481523507956,0.09213849371980413,0.22077922077922077,1.0,0.3254901960784314
G2,13,107,2374,2225,20251216_120714.jpg,2992,2992,0.21968248075348323,0.873309485462779,0.3555273528949765,0.02434703579081798,0.15890649832136067,0.09199791004573028,0.22077922077922077,0.9587628865979382,0.3607843137254902
G3,5,8,2695,2341,20251216_120738.jpg,2992,2992,0.21908180784164114,0.8882728698470057,0.4148292331934021,0.0199571893731933,0.14478552711346818,0.09518908159150669,0.21848739495798322,0.97,0.4156862745098039
G4,301,0,2258,2448,20251216_120801.jpg,2992,2992,0.21577493145938922,0.8903288292919684,0.4118249839214089,0.021328801549551888,0.1613907709341401,0.10110453727582312,0.21505376344086016,1.0,0.4156862745098039
G5,38,33,2201,2506,20251216_120933.jpg,2992,2992,0.2169965132885065,0.9058672617573598,0.38902007346997003,0.024304612460232012,0.15152164721934586,0.10673846759683457,0.21568627450980393,1.0,0.38431372549019605
R6,112,165,2143,2003,20251216_121332.jpg,2992,2992,0.10675113842387395,0.3798145115494624,0.23752360452429302,0.033937621352301474,0.20338053154402252,0.08505130975288579,0.09803921568627445,0.34042553191489366,0.23137254901960785
R7,219,25,2341,2102,20251216_121354.jpg,2992,2992,0.11700310029723497,0.3904633113232422,0.21968828968279613,0.0381549514870972,0.2267041681469853,0.0807882389817415,0.11111111111111106,0.3492063492063493,0.22352941176470587
R8,0,0,2585,2605,20251216_121427.jpg,2992,2992,0.14019366073289435,0.5057213030415149,0.3217994202361514,0.027053981683862107,0.27042093582031407,0.10923793112210452,0.14035087719298248,0.44594594594594594,0.3254901960784314
R9,5,25,2415,2407,20251216_121454.jpg,2992,2992,0.10903132648548114,0.399743578671862,0.3196105334667023,0.030122023605947665,0.22616922820592755,0.10454537112280271,0.10416666666666669,0.3513513513513513,0.3254901960784314
R10,269,99,1879,1896,20251216_121519.jpg,2992,2992,0.1547821295588486,0.5851565883451159,0.23467800808393063,0.02429617272867459,0.2514572283382061,0.0911451653108985,0.1553030303030303,0.540983606557377,0.23137254901960785
G6,5,0,2679,2440,20251216_121847.jpg,2992,2992,0.2186786256059585,0.9146269209563684,0.4002043050282387,0.029134755579231012,0.13640684450978444,0.11706275108956932,0.21505376344086025,1.0,0.4117647058823529
G7,0,17,2815,2605,20251216_121928.jpg,2992,2992,0.21353944670676753,0.9256408789369609,0.4661462407361578,0.02358512795913778,0.11855476857845246,0.11900749680104704,0.2106060606060606,1.0,0.4823529411764706
G8,21,0,2704,2473,20251216_121955.jpg,2992,2992,0.21108065434054282,0.9216872476816074,0.48222361304962447,0.020972661681845833,0.12122892779584675,0.11277655317197728,0.20870870870870872,1.0,0.5019607843137255
G9,38,0,2769,2580,20251216_122029.jpg,2992,2992,0.20996883426488847,0.934331218275055,0.43202595222515866,0.022139892686212262,0.11536469133847381,0.11269824993061793,0.20695970695970697,1.0,0.4392156862745098
G10,104,74,2629,2745,20251216_122052.jpg,2992,2992,0.20716914199077904,0.9031631860350441,0.535895026356133,0.021368193302395058,0.15538582102089557,0.11116143268819315,0.20277777777777775,1.0,0.5450980392156862
R11,0,0,2931,2712,20251216_122320.jpg,2992,2992,0.17570255161432338,0.8268244697607221,0.33876057830044676,0.0186620337257652,0.20873440898814855,0.10648193309783564,0.17499999999999996,0.9333333333333333,0.33725490196078434
R12,13,58,2432,2333,20251216_122348.jpg,2992,2992,0.18175883386683256,0.8477448535915493,0.3083084649476763,0.018775045982005772,0.19479998379296168,0.09687245223343623,0.1782945736434108,0.989010989010989,0.3058823529411765
R13,318,148,2291,2423,20251216_122413.jpg,2992,2992,0.18150026775725203,0.7607230385593596,0.35569012030182584,0.01697581793999393,0.2287153211223922,0.09110245441233501,0.17929292929292928,0.8032786885245902,0.3568627450980392
R14,203,0,2761,2555,20251216_122439.jpg,2992,2992,0.18697924655075038,0.8008962443936622,0.41263513620088094,0.018267239046509072,0.22371051698332328,0.09214524695475651,0.18253968253968256,0.8924731182795698,0.403921568627451
R15,5,0,2407,2440,20251216_122508.jpg,2992,2992,0.17938174306869878,0.8563086643329791,0.3079700563917914,0.019159065860474247,0.20587234047477596,0.09172941652529357,0.1766381766381766,1.0,0.30196078431372547
G11,0,8,2989,2522,20251216_122733.jpg,2992,2992,0.21574554392849374,0.9675006262753693,0.4207560269867225,0.03775858204808681,0.09859317132885462,0.12401082400869277,0.20625000000000002,1.0,0.43529411764705883
G12,137,17,2539,2333,20251216_122759.jpg,2992,2992,0.21733220663583094,0.9357696161696563,0.499155901836661,0.024257236879438038,0.11762418683936927,0.0976063998504038,0.21610169491525424,1.0,0.49411764705882355
G13,392,643,2415,2349,20251216_122823.jpg,2992,2992,0.2189617683960664,0.9396512506583465,0.44230866074676206,0.02847116464736907,0.11580941151833506,0.10690997261331542,0.21428571428571427,1.0,0.45098039215686275
G14,46,338,2399,1953,20251216_122902.jpg,2992,2992,0.21437608314531476,0.9331628522060312,0.4194600087577189,0.024708032902799902,0.12073940685255578,0.10205146272586037,0.21401515151515152,1.0,0.4235294117647059
G15,46,0,2946,2514,20251216_123001.jpg,2992,2992,0.20923587331902627,0.9473772681436953,0.4005160548689016,0.03174723310584456,0.11544655646563745,0.11332173993865802,0.203125,1.0,0.4196078431372549
C1,5,17,2934,2440,20251216_123311.jpg,2992,2992,0.11216741341386847,0.6047788679673428,0.3029926565989722,0.029983930774386863,0.2735921023602365,0.1073035475271051,0.10377358490566037,0.573529411764706,0.2980392156862745
C2,260,8,2242,2390,20251216_123338.jpg,2992,2992,0.11010716661567642,0.5837499931096263,0.29364546635262717,0.026062337415658544,0.2685078513431461,0.10624093035761513,0.10416666666666669,0.5242718446601943,0.2980392156862745
C3,178,41,2283,2407,20251216_123406.jpg,2992,2992,0.10390372465261814,0.5785805798515907,0.29653969799313096,0.023211309778513666,0.23489715447878975,0.09329572535902414,0.09895833333333331,0.5373134328358209,0.29411764705882354
C4,112,91,2432,2464,20251216_123429.jpg,2992,2992,0.09920312555386006,0.526703466068672,0.3027279302479968,0.02153360866997857,0.22334789478849357,0.10303227713884301,0.09574468085106379,0.4915254237288136,0.30196078431372547
