label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian
R1,593,26,1719,1837,20260201_123340.jpg,2992,2992,0.11254942154976266,0.5783060259941614,0.24346638796686434,0.02935605707254764,0.23205918421618812,0.08095000940789095,0.11224489795918367,0.5396825396825398,0.24313725490196078
R2,291,20,2027,1726,20260201_123404.jpg,2992,2992,0.11951196400925303,0.5912049895817171,0.2215511906357203,0.02863946727169566,0.24341465446277882,0.0817835938708132,0.1206896551724138,0.53125,0.2196078431372549
R3,291,39,1929,1811,20260201_123419.jpg,2992,2992,0.11427170699732551,0.6011394066140371,0.22850082065542096,0.027860657895795234,0.24742882237066893,0.07820918035954383,0.11728395061728396,0.5526315789473685,0.22745098039215686
R4,619,66,1450,1548,20260201_123437.jpg,2992,2992,0.13882276823300918,0.6867351536545695,0.2134612454275242,0.023004002211902304,0.23918560480429749,0.07777477404677588,0.14166666666666664,0.6458333333333334,0.20392156862745098
R5,402,66,1758,1745,20260201_123458.jpg,2992,2992,0.12435092392201043,0.6876292779058937,0.23636838569479637,0.030804304228878823,0.2536704451410178,0.09615149123692986,0.12152777777777779,0.6615384615384615,0.22745098039215686
G1,435,79,1542,1384,20260201_123657.jpg,2992,2992,0.20408363894017278,0.970999213687722,0.29989060317279675,0.023536568071470476,0.07621315755739018,0.09174724238422921,0.20299145299145302,1.0,0.28627450980392155
G2,284,39,2087,1719,20260201_123722.jpg,2992,2992,0.20040573005837986,0.9670870006360697,0.28581877827001667,0.02036694436423771,0.07732895272660908,0.07979812159629501,0.19777777777777775,1.0,0.28627450980392155
G3,389,125,1621,1601,20260201_123740.jpg,2992,2992,0.20541197506639924,0.9352035044977027,0.32766707947952334,0.017774393136175567,0.1058557231681648,0.08012984360198074,0.2058823529411765,1.0,0.32941176470588235
G4,389,282,2008,1693,20260201_123807.jpg,2992,2992,0.20405675905637588,0.9374369219064277,0.31894955619649973,0.02774609988469786,0.1034916052520842,0.1012703724857338,0.20000000000000004,1.0,0.32156862745098036
G5,94,26,2283,1785,20260201_123826.jpg,2992,2992,0.20473368016605065,0.9525956694886949,0.33376745591119106,0.025038507395865158,0.09043600252631921,0.09143519923721186,0.20033670033670037,1.0,0.32941176470588235
R6,409,52,2093,1916,20260201_124011.jpg,2992,2992,0.09621265924371379,0.5391605838681605,0.25909613204603776,0.024442884040618906,0.22678156617230127,0.103994772601954,0.0919540229885057,0.4705882352941177,0.25098039215686274
R7,534,118,1680,1877,20260201_124026.jpg,2992,2992,0.11199976601241039,0.5343054397908286,0.2323752768731208,0.03053430640562204,0.2388731835007846,0.09423567168437161,0.11538461538461536,0.4666666666666666,0.22352941176470587
R8,435,13,1739,1982,20260201_124041.jpg,2992,2992,0.10245672192047077,0.577998969872672,0.26410951539824007,0.02661305407116231,0.25074658209568046,0.10169207377578245,0.10317460317460318,0.5272727272727273,0.2588235294117647
R9,192,7,2152,2178,20260201_124057.jpg,2992,2992,0.12412239364653405,0.6220963365745306,0.28409604998786714,0.03329695199254335,0.2551389715577832,0.10468442721978811,0.125,0.5892857142857142,0.2823529411764706
R10,488,33,1936,1791,20260201_124111.jpg,2992,2992,0.12088605641082846,0.6075436565493005,0.23137286664207588,0.02833811705519696,0.2345668313311452,0.08924756150599877,0.12068965517241377,0.5569620253164557,0.22352941176470587
G6,186,295,2080,1437,20260201_124245.jpg,2992,2992,0.19685529650544348,0.9775994462663783,0.298677661084529,0.020898918527072777,0.06398179462262764,0.10211266790739065,0.19362745098039216,1.0,0.29411764705882354
G7,520,0,1955,2008,20260201_124300.jpg,2992,2992,0.21298427592031677,0.9730066624462926,0.33316654662631534,0.027767227588362618,0.07083116038153171,0.09591010665451931,0.20962199312714777,1.0,0.3333333333333333
G8,330,13,2277,1903,20260201_124319.jpg,2992,2992,0.21370772686030587,0.9535052941106769,0.3121166939020763,0.03212221207518704,0.0935931525967922,0.09736060320648214,0.20731707317073167,1.0,0.30980392156862746
G9,146,7,2356,2474,20260201_124334.jpg,2992,2992,0.2063035389482246,0.9308837590738379,0.407539037991979,0.02364352816555934,0.11347748344546693,0.11934420351334256,0.20542635658914732,1.0,0.4156862745098039
G10,304,92,2461,2014,20260201_124350.jpg,2992,2992,0.2099682847231157,0.9706851288203978,0.3276948125556291,0.02648570429420917,0.07829709176560344,0.08944899990612003,0.20614035087719298,1.0,0.3176470588235294
R11,402,7,2152,1988,20260201_124610.jpg,2992,2992,0.1542265774373484,0.846606215047065,0.2660437717234329,0.02570421006274272,0.1997488897519402,0.07880174203781373,0.1564102564102564,1.0,0.2627450980392157
R12,547,262,1758,1916,20260201_124624.jpg,2992,2992,0.15363296602867926,0.844501674543768,0.24586164206921227,0.023195688466440822,0.19026950726140154,0.0859517609697819,0.15359477124183007,0.98,0.2392156862745098
R13,547,276,1844,1877,20260201_124642.jpg,2992,2992,0.13218203494058847,0.7371745060223525,0.27168487342861664,0.027187874321799567,0.23957408285133674,0.09646139959267719,0.1345029239766082,0.75,0.27058823529411763
R14,278,433,1975,2093,20260201_124656.jpg,2992,2992,0.1125988962490784,0.6996060330152475,0.25813032915973644,0.022998691936040584,0.24142304185630384,0.09575866950376032,0.11458333333333331,0.684931506849315,0.24705882352941178
R15,74,735,1982,2211,20260201_124711.jpg,2992,2992,0.1203720224523459,0.7209897273233762,0.2499817743824563,0.030751885383160933,0.22944306181024654,0.09599009354791657,0.12365591397849462,0.7068965517241379,0.23529411764705882
G11,645,138,1358,1890,20260201_124843.jpg,2992,2992,0.1888406296788676,0.9513329153626058,0.4078562750297008,0.014555700454358032,0.10624664257935576,0.08875529272080387,0.18707482993197277,1.0,0.396078431372549
G12,265,151,1962,1909,20260201_124900.jpg,2992,2992,0.19760452270148493,0.9750437249945183,0.3742393596699618,0.016906189150828393,0.06596486460899868,0.07671429517352006,0.1962962962962963,1.0,0.3686274509803922
G13,717,72,1660,1430,20260201_124927.jpg,2992,2992,0.1926550599575311,0.9768285160914874,0.44788638497175315,0.014591063592524182,0.06185835538273328,0.09176540622309899,0.19202898550724634,1.0,0.4392156862745098
G15,61,59,1870,1686,20260201_124958.jpg,2992,2992,0.197721587539495,0.9434913136181539,0.3920138284691542,0.01505290596347155,0.09962188608411263,0.07050158894653027,0.19680851063829788,1.0,0.38823529411764707
C1,166,20,2139,1778,20260201_125123.jpg,2992,2992,0.1036985592678814,0.6871315368601079,0.26462339815747904,0.024385866741301016,0.22937624987220775,0.1008630556358794,0.10087719298245616,0.6590909090909091,0.2549019607843137
C2,553,59,2146,1752,20260201_125137.jpg,2992,2992,0.08593638825338758,0.6281023357139246,0.22832562842165502,0.01723662508705193,0.2141440820528825,0.08483402400253129,0.0857142857142857,0.6000000000000001,0.2196078431372549
C3,580,7,1772,1831,20260201_125151.jpg,2992,2992,0.08924126575655059,0.598959954469223,0.22205327148604473,0.02052548271829672,0.2191624939375648,0.08172808086468358,0.08974358974358974,0.5633802816901409,0.21568627450980393
C4,573,223,1516,1640,20260201_125208.jpg,2992,2992,0.08665401917596496,0.6370344605367141,0.21573005553510263,0.020267915372375465,0.224195556893053,0.09736904840772917,0.08333333333333333,0.6111111111111112,0.19215686274509802
C5,350,256,2014,1955,20260201_125226.jpg,2992,2992,0.10543048123310989,0.6116879212706013,0.27644794332144745,0.02673761573182726,0.23250031555473985,0.10546516921069177,0.10638297872340428,0.5692307692307692,0.27450980392156865
C6,0,20,2154,1621,20260201_125357.jpg,2992,2992,0.18725342504756118,0.9553075760963442,0.36534335288072645,0.01682181050598312,0.10962221531915985,0.09577468843639211,0.18352059925093633,1.0,0.34901960784313724
C7,199,236,2034,1489,20260201_125411.jpg,2992,2992,0.1885440667581984,0.9713767355025131,0.3815763777679103,0.016695038986517325,0.0752006914383271,0.09588127928307914,0.18726591760299624,1.0,0.3686274509803922
C8,534,59,2054,1949,20260201_125427.jpg,2992,2992,0.19264356731433754,0.987461167559686,0.36812867153265766,0.020408389913599608,0.05146526424974216,0.09468383748548238,0.1896024464831804,1.0,0.36470588235294116
C9,22,407,2218,1962,20260201_125445.jpg,2992,2992,0.2004304448357508,0.9707826092035161,0.3607113522578606,0.027148479059189896,0.08101646306861551,0.11628800271527316,0.1941747572815534,1.0,0.3764705882352941
C10,717,322,1647,1411,20260201_125500.jpg,2992,2992,0.19981049555406974,0.9450668428685174,0.3194945635970212,0.018634453488273292,0.12071339805231757,0.08231227455224768,0.20164609053497942,1.0,0.32156862745098036
