label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian
R12,384,17,1681,1789,20251207_145032.jpg,2992,2992,0.1737654615441333,0.881275735305429,0.2789942058018166,0.022032646863272356,0.16819626004471033,0.08759228591544244,0.17333333333333334,1.0,0.2901960784313725
R13,260,330,1616,1616,20251207_145122.jpg,2992,2992,0.1673333402565479,0.8432159560301912,0.23724338759996141,0.018483013121420876,0.194164862628215,0.07586321786253625,0.16904761904761903,0.9464285714285714,0.2392156862745098
R14,54,486,1657,1508,20251207_145219.jpg,2992,2992,0.16686979524110956,0.8487287740382382,0.29013894268866747,0.019226420192493036,0.18547587168832555,0.0768782243372233,0.16959064327485382,0.9375,0.2901960784313725
R15,359,0,1648,1442,20251207_145303.jpg,2992,2992,0.15665654842589596,0.8214710481143025,0.27429968321456677,0.029751440216584518,0.22259217143799911,0.07796172026325153,0.16414141414141414,0.9444444444444444,0.26666666666666666
G11,293,58,1772,2242,20251207_145551.jpg,2992,2992,0.19460670758743254,0.968751604704295,0.41974571295490415,0.01886164096105093,0.08801970594857562,0.06445308008624018,0.1898148148148148,1.0,0.4235294117647059
G12,227,82,1813,1888,20251207_145825.jpg,2992,2992,0.19153545128049218,0.9743216839118087,0.412697001571076,0.016871900385131963,0.07796911009730004,0.07155809010175244,0.19088319088319086,1.0,0.4196078431372549
G13,318,198,2118,1962,20251207_145911.jpg,2992,2992,0.19436449872658806,0.9707528696540204,0.4427942103474737,0.01685246493126491,0.07951507359226861,0.07780472261654153,0.1907051282051282,1.0,0.44705882352941173
G14,104,0,2052,2118,20251207_150011.jpg,2992,2992,0.1917364763107008,0.9683902101476233,0.4875736915056696,0.014488888051726106,0.08299314538660663,0.06929284833822526,0.18888888888888888,1.0,0.4980392156862745
G15,244,338,1838,1986,20251207_150059.jpg,2992,2992,0.19077872536875667,0.9892998766737652,0.3769155482491105,0.01668204935822073,0.047422216790225985,0.06330415916096388,0.18888888888888888,1.0,0.3803921568627451
C1,549,379,1500,1508,20251207_150459.jpg,2992,2992,0.1214737817145325,0.7158777169751445,0.287638607431092,0.02682123558768693,0.19315269951293731,0.09065479994034076,0.12021857923497269,0.6842105263157895,0.29411764705882354
C2,62,371,2019,1797,20251207_150611.jpg,2992,2992,0.10528450474914698,0.6594177048636959,0.30411774350118,0.019665833391322367,0.1969982996851111,0.09942847369225415,0.10317460317460318,0.6129032258064516,0.3137254901960784
C3,400,264,1838,1764,20251207_150705.jpg,2992,2992,0.11708222189798465,0.7114929879083036,0.24893580882010355,0.02020165583211468,0.20490059539691796,0.0841659399815454,0.11904761904761907,0.676923076923077,0.25098039215686274
C4,442,462,1640,1591,20251207_150755.jpg,2992,2992,0.09762458371925592,0.7185934626275914,0.2239483639531265,0.024401069465719818,0.20352534484347648,0.07658032864441039,0.09375000000000001,0.7115384615384615,0.21568627450980393
C5,211,140,1929,1879,20251207_150851.jpg,2992,2992,0.11139182725862476,0.6564774013945482,0.2713892227717957,0.030305826069083212,0.2165628767965056,0.089452747322499,0.11224489795918367,0.6136363636363636,0.2784313725490196
C6,499,74,1838,1797,20251207_151126.jpg,2992,2992,0.18276611183655578,0.9739288487003159,0.41791931845614183,0.016398315858171725,0.07564495831621526,0.07809082242448734,0.17916666666666667,1.0,0.4235294117647059
C7,21,322,1756,1789,20251207_151213.jpg,2992,2992,0.18591526256807417,0.9493199671807263,0.3964883845568394,0.01818075342760352,0.1007326861016444,0.08376725316018165,0.17971014492753623,1.0,0.403921568627451
C8,153,577,1723,1648,20251207_151303.jpg,2992,2992,0.1878450061699136,0.9622492516010138,0.417695924867522,0.01729943327348741,0.07916297228282765,0.08658801126184178,0.18306010928961747,1.0,0.43137254901960786
C9,194,58,2110,1970,20251207_151405.jpg,2992,2992,0.18105703938791132,0.9834687782847029,0.4419875105779757,0.014694172752485541,0.05623720871419098,0.07504963959177421,0.17787114845938376,1.0,0.45098039215686275
C10,260,585,1805,1681,20251207_151445.jpg,2992,2992,0.18265592810303213,0.9688506857639532,0.43674364492977474,0.016992449847125776,0.0833104211315587,0.08472824700776592,0.1768707482993197,1.0,0.4549019607843137
