label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian
R1,186,140,1747,1418,20251207_141612.jpg,2992,2992,0.15725694024235196,0.7603324913138124,0.21718992321478423,0.020062756183673754,0.22966555535885017,0.06614143869927325,0.15891472868217052,0.8028169014084507,0.2196078431372549
R2,0,99,1538,1657,20251207_141728.jpg,2992,2992,0.13219626921481298,0.6603752879536342,0.18210107328092737,0.030952104011206818,0.2694413472974093,0.0709571542284286,0.13333333333333333,0.6764705882352942,0.1803921568627451
R3,425,132,1599,1484,20251207_141814.jpg,2992,2992,0.1435978615644795,0.5728658005984718,0.16191647643270543,0.029998745829610023,0.22813795400138645,0.06157801823588192,0.14393939393939395,0.543859649122807,0.16078431372549018
R4,252,190,1525,1533,20251207_141839.jpg,2992,2992,0.12741665015435086,0.3799725820441545,0.24244679674675412,0.049373047214383334,0.11870326403255686,0.04942850491652504,0.12222222222222223,0.3793103448275862,0.24313725490196078
R5,219,50,1698,1517,20251207_141906.jpg,2992,2992,0.13757620560682549,0.36422477880339577,0.2415347543498912,0.04928286256387118,0.12482919853824181,0.052892494649443615,0.14166666666666675,0.3698630136986301,0.24313725490196078
G1,491,50,1681,1739,20251207_142441.jpg,2992,2992,0.21631879645279503,0.8375139530381679,0.33558147818383915,0.02425289201530192,0.15912195503503243,0.08040946306422561,0.2156862745098039,0.8673469387755103,0.34509803921568627
G2,351,387,1657,1665,20251207_142615.jpg,2992,2992,0.20906607228930074,0.7464873271135867,0.3539895996883675,0.019531455480918395,0.14886933706126027,0.06522808505428185,0.20679012345679013,0.7310924369747899,0.3568627450980392
G3,433,0,1484,1475,20251207_142834.jpg,2992,2992,0.20883010692092657,0.8134625359893388,0.36580294751468045,0.01918495190041847,0.15148530919199885,0.06642721948950951,0.20714285714285716,0.8137254901960784,0.3686274509803922
G4,46,585,1401,1385,20251207_142946.jpg,2992,2992,0.19829893426637552,0.8978072290089416,0.32058240993879356,0.01967971939573934,0.15099803544232498,0.06724153931313416,0.19413919413919414,1.0,0.32941176470588235
G5,359,33,1500,1418,20251207_143054.jpg,2992,2992,0.19761164674393847,0.7419618949865743,0.3141920932560897,0.018151809398638776,0.11407992099549068,0.06146262192935517,0.19444444444444445,0.746268656716418,0.3176470588235294
R6,747,256,1245,1253,20251207_143358.jpg,2992,2992,0.10752536064836385,0.3102375988659788,0.2451482172503931,0.037237781558696455,0.0898935642176891,0.05189786259849516,0.11111111111111106,0.29850746268656714,0.24313725490196078
R7,409,115,1591,1566,20251207_143452.jpg,2992,2992,0.12919877193940776,0.5972714136931291,0.25687251559682844,0.023902411403823827,0.20919203615681833,0.07982178130782265,0.12719298245614036,0.5606060606060607,0.2627450980392157
R8,0,0,2057,1665,20251207_143606.jpg,2992,2992,0.146630431691622,0.6395933980332918,0.24509691810359796,0.02287770659533094,0.23207866926515391,0.07576311885031045,0.1464646464646465,0.6296296296296297,0.24313725490196078
R9,219,41,1657,1599,20251207_143703.jpg,2992,2992,0.1031789851681994,0.305320869059827,0.3152426347102534,0.02633991083794799,0.07640186726425337,0.05429972605972147,0.10416666666666669,0.30909090909090914,0.32156862745098036
R10,161,272,1673,1492,20251207_143753.jpg,2992,2992,0.13168048431384194,0.5891173725374923,0.20542941630216988,0.029178078808769877,0.22159661071423173,0.0709968330316079,0.13333333333333333,0.5538461538461539,0.20784313725490194
G6,104,99,1830,1962,20251207_144122.jpg,2992,2992,0.19799637776893753,0.9173757424261,0.370499737662767,0.021630578371419115,0.12720507140190127,0.08471224471363649,0.19354838709677416,1.0,0.3803921568627451
G7,285,140,1888,1879,20251207_144357.jpg,2992,2992,0.20095745602655793,0.9226102256753725,0.3544664825674014,0.022849450907191222,0.1267654923594074,0.09018337868045397,0.19649122807017547,1.0,0.36470588235294116
G8,392,17,2011,1871,20251207_144451.jpg,2992,2992,0.20093894810490268,0.9496653954075562,0.3580023340156616,0.022300694451142706,0.094993737280763,0.07660488797952492,0.19949494949494948,1.0,0.3686274509803922
G9,29,379,2077,1789,20251207_144545.jpg,2992,2992,0.19370271772810777,0.9441225419870254,0.3833503574961038,0.021731131555827073,0.11431544619657145,0.07907799187073958,0.18707482993197277,1.0,0.39215686274509803
G10,5,214,1731,1805,20251207_144636.jpg,2992,2992,0.18875802615552423,0.9583238806059721,0.41890204536021913,0.018437959229195566,0.10415722254571932,0.08438955244544631,0.18308080808080807,1.0,0.42745098039215684
R11,351,50,1599,1673,20251207_144921.jpg,2992,2992,0.17305999287101326,0.8620623599692748,0.2671415504706764,0.016042503545162935,0.17232979338313292,0.06728250459406743,0.17346938775510204,0.9558823529411764,0.26666666666666666
