img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,table_key
218,R1,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7930494,0.06039942,0.79696465,0.7930494,0.9516025,3.324898,table_0_1774191972275669867
218,R2,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.77532786,0.058878858,0.79050577,0.77532786,0.9089279,3.170501,table_1_1774191972275671567
218,R3,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7685651,0.050750777,0.77761066,0.7685651,0.96964216,3.3901656,table_2_1774191972275672067
218,R4,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7828807,0.057282608,0.79040295,0.7828807,0.907219,3.1643186,table_3_1774191972275672367
218,R5,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.762636,0.05668605,0.77850974,0.762636,0.9242092,3.2257888,table_4_1774191972275672567
218,R6,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7344537,0.05290915,0.7322167,0.7344537,0.96537006,3.374709,table_5_1774191972275672867
218,R7,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7786799,0.061071634,0.7990217,0.7786799,0.9110053,3.1780171,table_6_1774191972275673267
218,R8,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.79783356,0.044268485,0.80886227,0.79783356,0.92686695,3.2354047,table_7_1774191972275673567
218,R9,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.75959563,0.049455598,0.7672101,0.75959563,0.9027713,3.1482267,table_8_1774191972275673867
218,R10,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7797032,0.059919033,0.78536373,0.7797032,0.91017675,3.1750197,table_9_1774191972275674467
218,R11,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7810798,0.04553015,0.7902484,0.7810798,0.9342742,3.2622042,table_10_1774191972275674867
218,R12,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7402945,0.047474388,0.745268,0.7402945,0.9565528,3.342808,table_11_1774191972275675167
218,R13,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.76712203,0.06330648,0.7814717,0.76712203,0.8967751,3.1265326,table_12_1774191972275675567
218,R14,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.7593114,0.05072522,0.76969606,0.7593114,0.8923414,3.1104908,table_13_1774191972275675867
218,R15,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.80314153,0.04973543,0.80890566,0.80314153,0.9723844,3.4000864,table_14_1774191972275676167
218,G1,34.91628265,32.02518463,21-01-2026,0.17962265014648438,0.76630574,0.051493373,0.77250665,0.76630574,0.8900587,3.1022327,table_15_1774191972275676367
