img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean
187,G1,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.7870232,0.04756066,0.79368573,0.7870232,0.81684387,2.837341
187,R1,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.82016766,0.036959264,0.8240693,0.82016766,0.8544204,2.973293
187,R2,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.8145222,0.034342393,0.81615525,0.8145222,0.81583107,2.8336768
187,R3,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.8094546,0.031583242,0.81108826,0.8094546,0.7721808,2.67575
187,G6,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.81484485,0.03715506,0.81782794,0.81484485,0.8740003,3.0441332
187,R6,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.8258169,0.041751187,0.83351994,0.8258169,0.8840966,3.0806615
187,R7,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.82623065,0.02902961,0.83012486,0.82623065,0.8679249,3.0221524
187,R8,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.8245253,0.036755662,0.8303612,0.8245253,0.8227641,2.8587606
187,G11,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.7964988,0.044068225,0.800108,0.7964988,0.8437077,2.9345348
187,R11,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.80217224,0.038248263,0.80509955,0.80217224,0.8360296,2.906755
187,R12,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.80708873,0.037789892,0.810159,0.80708873,0.83178115,2.8913844
187,R13,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.7848118,0.039099794,0.7892009,0.7848118,0.7557041,2.6161377
187,C6,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.8155366,0.034816157,0.8176751,0.8155366,0.8847382,3.082983
187,C1,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.82814014,0.03248804,0.82997745,0.82814014,0.89046234,3.1036928
187,C2,34.91627121,32.02519608,29-12-2025,0.46251678466796875,0.81945235,0.030896282,0.82207376,0.81945235,0.8532532,2.96907
