img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean
168,R1,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.86207247,0.050086655,0.8707371,0.86207247,1.0062412,3.5225806
168,G1,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.8347848,0.042716656,0.8357835,0.8347848,1.0505619,3.6829329
168,R6,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.85867345,0.045389816,0.8591119,0.85867345,1.0337101,3.6219633
168,G6,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.83356005,0.038834795,0.83282495,0.83356005,1.0503538,3.68218
168,R11,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.85672736,0.042998478,0.864744,0.85672736,1.004098,3.514827
168,G11,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.8440383,0.039780453,0.85064703,0.8440383,0.9992706,3.4973612
168,C1,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.869067,0.043433215,0.8769379,0.869067,1.0171924,3.562202
168,C6,34.91623306,32.02518082,09-12-2025,0.17752456665039062,0.82127523,0.039544355,0.8179203,0.82127523,1.0250398,3.5905943
175,R1,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.85688215,0.0513084,0.8668662,0.85688215,1.0078468,3.52839
175,G1,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.83129746,0.037847992,0.83016515,0.83129746,1.0402417,3.6455946
175,R6,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.85822517,0.041706223,0.8639939,0.85822517,1.0497478,3.6799874
175,G6,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.83248526,0.03598387,0.8330842,0.83248526,1.0207083,3.5749228
175,R11,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.86989695,0.042401586,0.8829683,0.86989695,1.0208112,3.5752947
175,G11,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.843009,0.048571073,0.8555869,0.843009,0.9910762,3.4677134
175,C1,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.8753684,0.04748949,0.8829683,0.8753684,1.0215704,3.578042
175,C6,34.91620636,32.02514648,09-12-2025,0.15969085693359375,0.82988894,0.04350011,0.8293802,0.82988894,1.0221357,3.580087
169,R1,34.91621399,32.02515793,09-12-2025,0.16672897338867188,0.8628953,0.04546054,0.86716044,0.8628953,1.0248088,3.5897582
169,G1,34.91621399,32.02515793,09-12-2025,0.16672897338867188,0.83289397,0.039426725,0.8320337,0.83289397,1.0573006,3.7073135
