img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
160,R1,34.91624069,32.02518463,01-12-2025,0.0859947204589843,0.8438341,0.04966232,0.85509133,0.8438341,0.9833514,3.4397655,RED_white_blue_led_ids,RED,0.22,0.03,0.7162,0.107,0.027,0.689,05/12/2025,White+Blue LED
160,G1,34.91624069,32.02518463,01-12-2025,0.0859947204589843,0.8157886,0.05677559,0.82840335,0.8157886,0.99501514,3.4819648,GREEN_white_blue_led_ids,GREEN,0.3,0.03,0.1833,0.0969,0.024,0.159,05/12/2025,White+Blue LED
160,R6,34.91624069,32.02518463,01-12-2025,0.0859947204589843,0.8368417,0.04295208,0.84493047,0.8368417,0.9523118,3.3274639,RED_white_led_ids,RED,0.19,0.03,1.305,0.1175,0.029,1.276,05/12/2025,White LED
160,R11,34.91624069,32.02518463,01-12-2025,0.0859947204589843,0.8478129,0.04599344,0.8577403,0.8478129,1.0146949,3.5531662,RED_Shade_ids,RED,0.18,0.03,0.5975,0.0988,0.025,0.573,05/12/2025,Shade
160,G11,34.91624069,32.02518463,01-12-2025,0.0859947204589843,0.8145579,0.04323713,0.82443416,0.8145579,1.0084629,3.530619,GREEN_Shade_ids,GREEN,0.26,0.03,0.129,0.0726,0.018,0.111,05/12/2025,Shade
160,C1,34.91624069,32.02518463,01-12-2025,0.0859947204589843,0.84088486,0.049550638,0.85311174,0.84088486,1.0075449,3.527297,RED_Control_ids,RED,0.23,0.03,0.6346,0.0947,0.024,0.611,05/12/2025,Control-Sun
160,C6,34.91624069,32.02518463,01-12-2025,0.0859947204589843,0.8107342,0.047183044,0.8194616,0.8107342,1.0384895,3.6392548,GREEN_Control_ids,GREEN,0.55,0.03,0.1359,0.0744,0.019,0.117,05/12/2025,Control-Sun
163,R1,34.91619492,32.02517319,01-12-2025,0.0801048278808593,0.849051,0.047333825,0.86185837,0.849051,1.0190638,3.5689728,RED_white_blue_led_ids,RED,0.22,0.03,0.7162,0.107,0.027,0.689,05/12/2025,White+Blue LED
163,G1,34.91619492,32.02517319,01-12-2025,0.0801048278808593,0.8255897,0.0534666,0.8425006,0.8255897,0.97660583,3.41536,GREEN_white_blue_led_ids,GREEN,0.3,0.03,0.1833,0.0969,0.024,0.159,05/12/2025,White+Blue LED
163,R6,34.91619492,32.02517319,01-12-2025,0.0801048278808593,0.83045554,0.042476125,0.8380396,0.83045554,0.9658063,3.376287,RED_white_led_ids,RED,0.19,0.03,1.305,0.1175,0.029,1.276,05/12/2025,White LED
