img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,table_key,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
228,R6,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.8597898,0.052441142,0.86264646,0.8597898,1.0484859,3.6754222,table_0_1774186061812400636,RED_white_led_ids,RED,0.26,0.03,1.1732,0.7997,0.2,0.973,29/01/2026,White LED
228,R7,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.8669832,0.050987694,0.87385654,0.8669832,1.0554073,3.7004638,table_1_1774186061812402836,RED_white_led_ids,RED,0.31,0.03,1.2289,0.7585,0.19,1.039,29/01/2026,White LED
228,R8,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.87854207,0.04608289,0.89193004,0.87854207,1.11147,3.9032989,table_2_1774186061812403336,RED_white_led_ids,RED,0.29,0.03,1.2612,0.8322,0.208,1.053,29/01/2026,White LED
228,R9,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.87932986,0.055156387,0.89482516,0.87932986,1.119718,3.9331398,table_3_1774186061812403636,RED_white_led_ids,RED,0.28,0.03,1.0791,0.736,0.184,0.895,29/01/2026,White LED
228,R10,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.8885275,0.046658125,0.90741676,0.8885275,1.0634092,3.7294145,table_4_1774186061812403836,RED_white_led_ids,RED,0.26,0.03,1.0864,0.7774,0.194,0.892,29/01/2026,White LED
228,G11,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.814308,0.057442885,0.8254319,0.814308,0.9953304,3.4831057,table_5_1774186061812404236,GREEN_Shade_ids,GREEN,0.36,0.03,0.1727,0.4429,0.111,0.557,29/01/2026,Shade
228,G12,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.855529,0.05404644,0.8711083,0.855529,1.0447923,3.6620586,table_6_1774186061812404536,GREEN_Shade_ids,GREEN,0.62,0.03,0.1768,0.5643,0.141,0.539,29/01/2026,Shade
228,G13,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.81372637,0.06504539,0.8272674,0.81372637,0.9959194,3.485237,table_7_1774186061812404736,GREEN_Shade_ids,GREEN,0.57,0.03,0.1475,0.422,0.106,-0.106,29/01/2026,Shade
228,G14,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.815682,0.056898974,0.8303038,0.815682,0.9647322,3.3724015,table_8_1774186061812404936,GREEN_Shade_ids,GREEN,0.51,0.03,0.1684,0.4839,0.121,0.549,29/01/2026,Shade
228,G15,34.91625214,32.02519989,22-01-2026,0.0881423950195312,0.815146,0.053558815,0.8213034,0.815146,1.0250297,3.5905573,table_9_1774186061812405236,GREEN_Shade_ids,GREEN,0.6,0.03,0.1852,0.5041,0.126,0.712,29/01/2026,Shade
