img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
244,C8,34.91630554,32.02526855,04-01-2026,0.1222572326660156,0.828146,0.04529449,0.8314749,0.828146,1.1442829,4.0220156,GREEN_Control_ids,GREEN,0.78,0.03,0.1946,0.5716,0.143,0.052,05/02/2026,Control-Sun
244,C9,34.91630554,32.02526855,04-01-2026,0.1222572326660156,0.85071343,0.052553337,0.8563048,0.85071343,1.166234,4.1014347,GREEN_Control_ids,GREEN,1.54,0.03,0.2088,0.6476,0.162,0.047,05/02/2026,Control-Sun
244,C10,34.91630554,32.02526855,04-01-2026,0.1222572326660156,0.80698174,0.05068466,0.80851805,0.80698174,1.021058,3.5761878,GREEN_Control_ids,GREEN,1.46,0.03,0.2559,0.748,0.187,0.069,05/02/2026,Control-Sun
234,R8,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.87467605,0.037663314,0.878775,0.87467605,1.0353489,3.6278923,RED_white_led_ids,RED,0.75,0.03,1.318,1.0201,0.255,1.063,05/02/2026,White LED
234,R9,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.87683797,0.039221443,0.8826372,0.87683797,1.0216358,3.5782783,RED_white_led_ids,RED,0.39,0.03,1.3738,0.9998,0.25,1.124,05/02/2026,White LED
234,R10,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.8775916,0.04112467,0.88184774,0.8775916,1.0440674,3.6594357,RED_white_led_ids,RED,0.31,0.03,1.7297,1.118,0.28,1.45,05/02/2026,White LED
234,G4,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.84113973,0.051738694,0.843673,0.84113973,1.0117035,3.5423434,GREEN_white_blue_led_ids,GREEN,1.02,0.03,0.623,1.601,0.4,0.223,05/02/2026,White+Blue LED
234,G5,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.865675,0.039002318,0.87330467,0.865675,1.0002536,3.5009177,GREEN_white_blue_led_ids,GREEN,0.93,0.03,0.2541,0.8175,0.204,0.05,05/02/2026,White+Blue LED
234,R6,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.8860125,0.037365843,0.88916826,0.8860125,1.0007708,3.502789,RED_white_led_ids,RED,0.41,0.03,1.0707,0.9849,0.246,0.824,05/02/2026,White LED
234,R7,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.88826704,0.043254364,0.8941482,0.88826704,0.96662754,3.3792582,RED_white_led_ids,RED,0.6,0.03,1.0198,1.1908,0.298,0.722,05/02/2026,White LED
234,R5,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.8803702,0.0432353,0.8884472,0.8803702,1.0415077,3.650175,RED_white_blue_led_ids,RED,0.35,0.03,1.2819,0.8524,0.213,1.069,05/02/2026,White+Blue LED
234,G1,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.8397537,0.04330174,0.8436842,0.8397537,1.0470347,3.6701715,GREEN_white_blue_led_ids,GREEN,1.85,0.03,0.3696,1.2684,0.317,0.053,05/02/2026,White+Blue LED
234,G2,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.86138326,0.049137406,0.8749831,0.86138326,0.9070716,3.1637852,GREEN_white_blue_led_ids,GREEN,1.77,0.03,0.3599,1.2457,0.311,0.048,05/02/2026,White+Blue LED
234,G3,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.87038046,0.042037383,0.8762747,0.87038046,0.92402774,3.2251325,GREEN_white_blue_led_ids,GREEN,1.93,0.03,0.3238,1.0911,0.273,0.051,05/02/2026,White+Blue LED
234,R1,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.8789556,0.04155552,0.8834118,0.8789556,1.0639747,3.731461,RED_white_blue_led_ids,RED,0.41,0.03,1.172,0.676,0.169,1.003,05/02/2026,White+Blue LED
234,R2,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.87211025,0.04621164,0.8805996,0.87211025,1.0713831,3.758264,RED_white_blue_led_ids,RED,0.77,0.03,0.7968,1.0202,0.255,0.542,05/02/2026,White+Blue LED
234,R3,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.88332427,0.04654878,0.89173055,0.88332427,1.0440153,3.659247,RED_white_blue_led_ids,RED,0.81,0.03,0.9161,1.0121,0.253,0.663,05/02/2026,White+Blue LED
234,R4,34.91629791,32.02521515,04-01-2026,0.1992378234863281,0.8849723,0.047644902,0.8975809,0.8849723,0.9440119,3.2974348,RED_white_blue_led_ids,RED,0.33,0.03,0.893,0.9543,0.239,0.654,05/02/2026,White+Blue LED
240,G15,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.82776874,0.047255952,0.83206236,0.82776874,1.0261252,3.594521,GREEN_Shade_ids,GREEN,0.7,0.03,0.1915,0.5727,0.143,0.048,05/02/2026,Shade
240,G14,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.8079383,0.050475217,0.811967,0.8079383,0.9720633,3.398925,GREEN_Shade_ids,GREEN,0.47,0.03,0.1743,0.5371,0.134,0.04,05/02/2026,Shade
240,G13,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.7870457,0.057636213,0.7803239,0.7870457,0.9581935,3.3487444,GREEN_Shade_ids,GREEN,1.36,0.03,0.187,0.5587,0.14,0.047,05/02/2026,Shade
240,G12,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.77952796,0.072450384,0.7941224,0.77952796,1.0513009,3.685607,GREEN_Shade_ids,GREEN,0.76,0.03,0.1959,0.626,0.157,0.039,05/02/2026,Shade
240,G11,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.80080926,0.050318815,0.79945576,0.80080926,0.97791076,3.420081,GREEN_Shade_ids,GREEN,1.06,0.03,0.1828,0.5592,0.14,0.043,05/02/2026,Shade
240,R15,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.8886702,0.03732523,0.9006326,0.8886702,1.0562772,3.7036107,RED_Shade_ids,RED,0.29,0.03,1.8254,0.9992,0.25,1.576,05/02/2026,Shade
240,R14,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.88147557,0.039331663,0.8940328,0.88147557,0.9917535,3.4701645,RED_Shade_ids,RED,0.3,0.03,1.3747,0.9608,0.24,1.135,05/02/2026,Shade
240,R13,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.889627,0.052482136,0.9046304,0.889627,1.0180466,3.5652924,RED_Shade_ids,RED,0.33,0.03,1.6396,0.9694,0.242,1.397,05/02/2026,Shade
240,R12,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.89279413,0.043827266,0.9076849,0.89279413,1.0559379,3.702383,RED_Shade_ids,RED,0.51,0.03,0.7855,1.1492,0.287,0.498,05/02/2026,Shade
240,R11,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.8940516,0.038752653,0.90657854,0.8940516,1.0179461,3.564929,RED_Shade_ids,RED,0.35,0.03,1.3303,1.1203,0.28,1.05,05/02/2026,Shade
240,G10,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.85430735,0.058404863,0.87306833,0.85430735,0.965427,3.374915,GREEN_white_led_ids,GREEN,1.99,0.03,0.2218,0.7207,0.18,0.042,05/02/2026,White LED
240,G6,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.8629599,0.052793954,0.87603384,0.8629599,0.94826466,3.3128214,GREEN_white_led_ids,GREEN,2.26,0.03,0.3094,1.0511,0.263,0.047,05/02/2026,White LED
240,G7,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.8587076,0.041780483,0.863797,0.8587076,1.0015094,3.5054607,GREEN_white_led_ids,GREEN,1.98,0.03,0.2159,0.6812,0.17,0.046,05/02/2026,White LED
240,G8,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.84864354,0.049471464,0.8572381,0.84864354,0.997996,3.4927492,GREEN_white_led_ids,GREEN,1.96,0.03,0.2167,0.7025,0.176,0.041,05/02/2026,White LED
240,G9,34.91627121,32.02521896,04-01-2026,0.1718215942382812,0.84998834,0.045745686,0.8581773,0.84998834,0.9703262,3.39264,GREEN_white_led_ids,GREEN,1.44,0.03,0.2669,0.8607,0.215,0.052,05/02/2026,White LED
