label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
G8,870,322,2110,2201,20251225_111942.jpg,2992,2992,0.2059251038249961,0.9498900069545584,0.555828945665433,0.026886274249523,0.1024385904045709,0.1677586917072718,0.2024608501118568,1.0,0.5647058823529412,GREEN_white_led_ids,GREEN,1.26,0.03,0.1188,0.3512,0.088,0.031,2025-12-31,White LED
G10,236,8,2456,2390,20251225_112036.jpg,2992,2992,0.2016905585524242,0.9727727643037984,0.6170299706945688,0.0205967829096172,0.0601574267946855,0.0953550998115881,0.1989247311827957,1.0,0.6274509803921569,GREEN_white_led_ids,GREEN,1.42,0.03,0.13,0.3798,0.095,0.035,2025-12-31,White LED
C5,491,8,2501,2687,20251225_113456.jpg,2992,2992,0.13699403589148,0.789119097279396,0.4026253793972229,0.0384712012733649,0.240041776916355,0.1550853717182597,0.1311111111111111,0.8962962962962963,0.396078431372549,RED_Control_ids,RED,1.61,0.03,0.6089,0.3531,0.088,0.521,2025-12-31,Control-Sun
C4,458,66,2530,2514,20251225_113420.jpg,2992,2992,0.1458183292249185,0.769006734666058,0.477312048166526,0.0359989956824477,0.2309298485717067,0.1566164735341053,0.1432748538011695,0.8,0.4705882352941176,RED_Control_ids,RED,1.22,0.03,0.5629,0.5422,0.136,0.427,2025-12-31,Control-Sun
C3,236,8,2756,2415,20251225_113353.jpg,2992,2992,0.1448583230481386,0.7572643758911084,0.5273147795933221,0.0343715186403967,0.2304721254339307,0.1626138940341172,0.141025641025641,0.7790697674418604,0.5333333333333333,RED_Control_ids,RED,1.09,0.03,0.6139,0.6157,0.154,0.46,2025-12-31,Control-Sun
C2,0,0,2992,2555,20251225_113320.jpg,2992,2992,0.1460430906803509,0.7826102553151222,0.4823859603989152,0.034757081270732,0.2489239293524403,0.1451732823119266,0.1439393939393939,0.9078014184397164,0.4823529411764706,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,0.664,2025-12-31,Control-Sun
C1,161,17,2831,2704,20251225_113253.jpg,2992,2992,0.1407641364081165,0.76358730405111,0.4442470787905936,0.0329918970959923,0.253539808511167,0.1621266013246369,0.1358811040339702,0.8305084745762712,0.4549019607843137,RED_Control_ids,RED,1.24,0.03,0.4537,0.3259,0.081,0.372,2025-12-31,Control-Sun
G15,392,17,2357,1879,20251225_112955.jpg,2992,2992,0.2004830254903855,0.9829334077215356,0.5843096667066854,0.0215475958631629,0.0420953436892931,0.1603455255488796,0.1976744186046511,1.0,0.6078431372549019,GREEN_Shade_ids,GREEN,1.15,0.03,0.1363,0.3911,0.098,0.039,2025-12-31,Shade
G14,87,379,2646,2135,20251225_112932.jpg,2992,2992,0.1987691622411121,0.9749732826475668,0.5330389934638808,0.0238380470306194,0.0387045757446569,0.1252951454147355,0.1941176470588235,0.9936305732484076,0.5529411764705883,GREEN_Shade_ids,GREEN,0.44,0.03,0.1265,0.3537,0.088,0.038,2025-12-31,Shade
G13,458,8,2316,2481,20251225_112907.jpg,2992,2992,0.2020475943969336,0.9907945432880544,0.5845272187052251,0.0295458336320783,0.032590613555086,0.1491798518619473,0.1954954954954955,1.0,0.6039215686274509,GREEN_Shade_ids,GREEN,1.44,0.03,0.1122,0.2965,0.074,0.038,2025-12-31,Shade
G12,38,17,2588,2349,20251225_112834.jpg,2992,2992,0.1933816927676927,0.986238564682046,0.5979161768992612,0.0233461949010453,0.0432005409240821,0.1002699701628283,0.1892230576441103,1.0,0.615686274509804,GREEN_Shade_ids,GREEN,1.86,0.03,0.1259,0.3516,0.088,0.038,2025-12-31,Shade
G11,524,0,2225,2448,20251225_112805.jpg,2992,2992,0.1954688161394958,0.9916282568450876,0.6294813841557888,0.0224397515758074,0.0276766045968664,0.1117981552145782,0.1904761904761904,1.0,0.6431372549019607,GREEN_Shade_ids,GREEN,0.93,0.03,0.1282,0.3164,0.079,0.049,2025-12-31,Shade
R15,21,25,2893,2588,20251225_112509.jpg,2992,2992,0.1691444491606038,0.8155048864766437,0.5888786504814701,0.0278577526332864,0.2223670263478409,0.1067073662667765,0.1695402298850574,0.9527027027027026,0.596078431372549,RED_Shade_ids,RED,1.15,0.03,0.3403,0.5243,0.131,0.209,2025-12-31,Shade
R14,0,0,2914,2473,20251225_112427.jpg,2992,2992,0.1737530978633699,0.9074787105912262,0.5079943335890427,0.0287485753251437,0.1656776499339598,0.137581064768025,0.1733716475095785,1.0,0.4980392156862745,RED_Shade_ids,RED,1.04,0.03,0.3571,0.5738,0.143,0.214,2025-12-31,Shade
R13,194,74,2563,2530,20251225_112347.jpg,2992,2992,0.1813110157605768,0.9467581617139648,0.5531143002957466,0.0204711866749759,0.1091249119665308,0.133333570811224,0.1806526806526806,1.0,0.5568627450980392,RED_Shade_ids,RED,1.04,0.03,0.3879,0.4841,0.121,0.236,2025-12-31,Shade
R12,0,25,2585,2522,20251225_112325.jpg,2992,2992,0.1896452012791734,0.9005390082824237,0.5692463169562344,0.0274282033256602,0.1521741794571285,0.0882235794946205,0.1840277777777778,0.9933333333333334,0.5764705882352941,RED_Shade_ids,RED,0.85,0.03,0.4124,0.6571,0.164,0.224,2025-12-31,Shade
R11,62,17,2778,2506,20251225_112257.jpg,2992,2992,0.1810581202128449,0.8732837570511691,0.5368328306952994,0.0271123454500233,0.1821438179808506,0.1338589413737143,0.1775956284153005,1.0,0.5294117647058824,RED_Shade_ids,RED,1.37,0.03,0.4445,0.8693,0.217,0.195,2025-12-31,Shade
G9,508,17,2481,2530,20251225_112007.jpg,2992,2992,0.203650550507163,0.9740542493253256,0.6086782013711661,0.0217348266242884,0.0780048206933509,0.1170586756937895,0.2023121387283236,1.0,0.6313725490196078,GREEN_white_led_ids,GREEN,0.89,0.03,0.1364,0.3635,0.091,0.046,2025-12-31,White LED
C8,170,17,2704,2399,20251225_113901.jpg,2992,2992,0.1965905540337853,0.9935966010044606,0.6041269575915279,0.0223682934017792,0.0229158504091356,0.1440356274281643,0.19140625,1.0,0.6431372549019607,GREEN_Control_ids,GREEN,1.67,0.03,0.1173,0.3287,0.082,0.035,2025-12-31,Control-Sun
C10,13,0,2979,2547,20251225_113955.jpg,2992,2992,0.196160231850717,0.9944372716595684,0.6205906429611827,0.0207487016429497,0.0240746201806351,0.1070385252670648,0.1939393939393939,1.0,0.6352941176470588,GREEN_Control_ids,GREEN,1.2,0.03,0.1059,0.2438,0.061,0.045,2025-12-31,Control-Sun
C9,137,17,2448,2390,20251225_113924.jpg,2992,2992,0.2035734716088254,0.9934591814702356,0.6200696148490661,0.0222522119945399,0.0266555150321581,0.0989432938490839,0.2025193798449612,1.0,0.6352941176470588,GREEN_Control_ids,GREEN,1.52,0.03,0.1455,0.3441,0.086,0.059,2025-12-31,Control-Sun
R13,422,118,1903,1890,20260128_113837.jpg,2992,2992,0.0888251425983981,0.6730555879894493,0.3435205402460938,0.0313178040592621,0.1456206907820088,0.0928137852848127,0.0822222222222222,0.6461538461538461,0.3254901960784314,RED_Shade_ids,RED,0.21,0.03,0.9584,0.5563,0.139,0.871,2026-01-29,Shade
R14,337,210,2054,1719,20260128_113923.jpg,2992,2992,0.0842395380572027,0.6874978125865124,0.3530547825734779,0.0298013336300716,0.134932670589136,0.1048826306001282,0.0780141843971631,0.6756756756756757,0.3333333333333333,RED_Shade_ids,RED,0.24,0.03,1.0099,0.5701,0.143,0.867,2026-01-29,Shade
G11,455,426,1555,1070,20260128_114412.jpg,2992,2992,0.1632383132820126,0.9852577365484796,0.4447465007789323,0.0131328652664807,0.0528658769509424,0.1109531074284758,0.1623563218390804,1.0,0.4352941176470588,GREEN_Shade_ids,GREEN,0.36,0.03,0.1727,0.4429,0.111,0.557,2026-01-29,Shade
G12,265,479,1339,1260,20260128_114509.jpg,2992,2992,0.1759923283250306,0.9940753086193056,0.3791340107819284,0.0130634143728945,0.0275626804255903,0.0996721675348867,0.1764705882352941,1.0,0.3725490196078431,GREEN_Shade_ids,GREEN,0.62,0.03,0.1768,0.5643,0.141,0.539,2026-01-29,Shade
C3,232,46,2244,2119,20260128_115106.jpg,2992,2992,0.0734445925219709,0.5674036197025636,0.4469129422278541,0.037000443205418,0.1275076053573291,0.1142358754466044,0.0730994152046783,0.5579710144927537,0.4352941176470588,RED_Control_ids,RED,0.33,0.03,1.2156,0.6871,0.172,1.044,2026-01-29,Control-Sun
C4,547,223,1575,1424,20260128_115150.jpg,2992,2992,0.0690961045108723,0.5926213126653926,0.3311846730607783,0.0217369212625506,0.1039979753600175,0.1061556499025496,0.0696969696969697,0.5964912280701754,0.3176470588235294,RED_Control_ids,RED,0.2,0.03,1.0981,0.7113,0.178,0.92,2026-01-29,Control-Sun
C5,225,0,1982,2329,20260128_115239.jpg,2992,2992,0.0707569524306635,0.5867424232615523,0.374770723684779,0.0296108421420826,0.1523088906796629,0.1042329361388481,0.0653153153153153,0.589041095890411,0.3686274509803922,RED_Control_ids,RED,0.51,0.03,1.1935,0.7553,0.189,1.005,2026-01-29,Control-Sun
C6,711,374,1778,1391,20260128_115431.jpg,2992,2992,0.1704963214004386,0.9516749315223758,0.433707751972991,0.0182734598092445,0.1060928922073074,0.0978177838535626,0.1683006535947712,1.0,0.4352941176470588,GREEN_Control_ids,GREEN,0.73,0.03,0.1348,0.3783,0.095,0.04,2026-01-29,Control-Sun
C7,258,236,1988,1772,20260128_115511.jpg,2992,2992,0.1706364609349496,0.9887201020559124,0.540232829267678,0.0090682413594291,0.0431157010227241,0.0747278778248332,0.1712643678160919,1.0,0.5372549019607843,GREEN_Control_ids,GREEN,0.46,0.03,0.1764,0.4966,0.124,0.052,2026-01-29,Control-Sun
C8,245,33,1988,2106,20260128_115557.jpg,2992,2992,0.1736133846400755,0.9826718515776136,0.5441939238187408,0.0124682042104039,0.0488449794672506,0.0998458597911916,0.1731770833333333,1.0,0.5450980392156862,GREEN_Control_ids,GREEN,0.71,0.03,0.1768,0.5514,0.138,0.039,2026-01-29,Control-Sun
C9,370,105,1686,1942,20260128_115637.jpg,2992,2992,0.1705048739601548,0.9877511572526044,0.540168823648424,0.0098500955648432,0.0457662486015969,0.0938484726172794,0.1712643678160919,1.0,0.5333333333333333,GREEN_Control_ids,GREEN,0.84,0.03,0.1991,0.5921,0.148,0.051,2026-01-29,Control-Sun
C10,55,223,2087,1916,20260128_115732.jpg,2992,2992,0.1680568792922515,0.98557032419636,0.5149126857014211,0.0099789730793127,0.0604899504687325,0.0995431517600377,0.1689814814814814,1.0,0.5215686274509804,GREEN_Control_ids,GREEN,0.77,0.03,0.1586,0.4756,0.119,0.04,2026-01-29,Control-Sun
R12,304,210,2034,1909,20260128_113750.jpg,2992,2992,0.1027899096143843,0.7651295829441795,0.331911640275698,0.0308432441060021,0.1458874528486521,0.0846000601186288,0.1020408163265306,0.7580645161290324,0.3137254901960784,RED_Shade_ids,RED,0.23,0.03,0.6855,0.4801,0.12,0.838,2026-01-29,Shade
R11,324,39,1634,1680,20260128_113653.jpg,2992,2992,0.0998740371315858,0.715018559962903,0.338521076981415,0.0298238415749812,0.1495576193145242,0.0815279511198305,0.0914634146341463,0.6933333333333332,0.3254901960784314,RED_Shade_ids,RED,0.18,0.03,0.6393,0.6194,0.155,0.531,2026-01-29,Shade
C2,304,433,1831,1713,20260128_115019.jpg,2992,2992,0.0747011394383513,0.6336656174508712,0.3200396315654257,0.0204677509412641,0.1139426004003795,0.1019656454444964,0.074074074074074,0.6290322580645162,0.3019607843137254,RED_Control_ids,RED,0.28,0.03,1.1824,0.806,0.202,0.981,2026-01-29,Control-Sun
R9,435,190,1535,1719,20260128_113215.jpg,2992,2992,0.0635338128455308,0.4867108838472826,0.3380625263669459,0.0310264710511338,0.1209270299443054,0.1042887562261841,0.0619047619047619,0.4888888888888889,0.3215686274509803,RED_white_led_ids,RED,0.28,0.03,1.0791,0.736,0.184,0.895,2026-01-29,White LED
R2,468,190,1391,1916,20260128_110950.jpg,2992,2992,0.0815785889468573,0.6792830717303616,0.2857394564031843,0.0229631751091086,0.1142243261228773,0.0988619662590654,0.0769230769230769,0.6666666666666666,0.2627450980392157,RED_white_blue_led_ids,RED,0.31,0.03,0.9322,0.8433,0.211,0.721,2026-01-29,White+Blue LED
R10,153,20,1804,1949,20260128_113343.jpg,2992,2992,0.0655934395684882,0.5554316307164366,0.2545185785681821,0.0425589880332686,0.1264049960802483,0.1002571031811455,0.063063063063063,0.5510204081632653,0.2274509803921568,RED_white_led_ids,RED,0.26,0.03,1.0864,0.7774,0.194,0.892,2026-01-29,White LED
R3,304,0,1818,2054,20260128_111113.jpg,2992,2992,0.0792507998254776,0.6222845605767782,0.3980334798216348,0.0317214148658459,0.1398836411539933,0.1200905185011617,0.074074074074074,0.6083333333333333,0.384313725490196,RED_white_blue_led_ids,RED,0.27,0.03,1.0894,0.7536,0.188,0.901,2026-01-29,White+Blue LED
R4,370,223,1863,1863,20260128_111208.jpg,2992,2992,0.0694623891996894,0.6289234503729312,0.3184296154767448,0.0190655311071417,0.1281217387811588,0.1111348743962847,0.0688405797101449,0.6304347826086957,0.2901960784313725,RED_white_blue_led_ids,RED,0.17,0.03,1.141,0.4633,0.116,1.025,2026-01-29,White+Blue LED
R5,291,335,1896,1745,20260128_111301.jpg,2992,2992,0.0790401010632715,0.6358836075682278,0.2822447332737948,0.02692244057078,0.1500400194816626,0.0985818189025661,0.0740740740740741,0.6233766233766234,0.2705882352941176,RED_white_blue_led_ids,RED,0.24,0.03,0.9879,0.6451,0.161,0.827,2026-01-29,White+Blue LED
G1,566,499,1726,1240,20260128_111659.jpg,2992,2992,0.1763634948342832,0.983762065393483,0.444948314714524,0.014386168710815,0.0465157268534907,0.1145736119093088,0.1753472222222222,1.0,0.4352941176470588,GREEN_white_blue_led_ids,GREEN,0.49,0.03,0.2188,0.6298,0.157,0.061,2026-01-29,White+Blue LED
G3,632,748,1568,1739,20260128_111831.jpg,2992,2992,0.1714081804020586,0.984797500566022,0.5027543094004715,0.0112512713398694,0.0423209937241977,0.1045642804525057,0.1733870967741935,1.0,0.4823529411764706,GREEN_white_blue_led_ids,GREEN,0.57,0.03,0.2228,0.6673,0.167,0.056,2026-01-29,White+Blue LED
G4,166,860,1555,1667,20260128_111919.jpg,2992,2992,0.1744133085680978,0.9810472054018682,0.4558862223283541,0.0113118180437508,0.058322420381229,0.0928115533739357,0.175,1.0,0.4509803921568627,GREEN_white_blue_led_ids,GREEN,0.83,0.03,0.2203,0.68,0.17,0.05,2026-01-29,White+Blue LED
G2,153,814,1745,1608,20260128_111749.jpg,2992,2992,0.1719473626498626,0.9855184262073472,0.4599277026788142,0.0092953596745006,0.0433190726541529,0.0941066777147135,0.173728813559322,1.0,0.4588235294117647,GREEN_white_blue_led_ids,GREEN,0.26,0.03,0.3304,0.5774,0.144,0.186,2026-01-29,White+Blue LED
G7,501,656,1772,1240,20260128_112314.jpg,2992,2992,0.177881022137766,0.9749119893003176,0.4369142281504704,0.0149987863450496,0.0692280586063303,0.0883014317615182,0.1763990267639902,1.0,0.4313725490196078,GREEN_white_led_ids,GREEN,0.78,0.03,0.2685,0.838,0.21,0.059,2026-01-29,White LED
G8,101,223,2073,1890,20260128_112355.jpg,2992,2992,0.1800414057262859,0.9873555183554086,0.4909770308530319,0.0132003254974211,0.0375665089376974,0.0889582141362446,0.1786786786786787,1.0,0.4823529411764706,GREEN_white_led_ids,GREEN,0.81,0.03,0.1776,0.5442,0.136,0.042,2026-01-29,White LED
G9,278,20,1896,1831,20260128_112504.jpg,2992,2992,0.1818297818539815,0.9784793108122212,0.52343742953435,0.0167917859382325,0.0517311470857927,0.0953501308638627,0.1810344827586207,1.0,0.5254901960784314,GREEN_white_led_ids,GREEN,1.43,0.03,0.2185,0.6846,0.171,0.459,2026-01-29,White LED
G10,271,282,1936,1732,20260128_112610.jpg,2992,2992,0.1741868748501731,0.9833113783931337,0.49632043166039,0.0114839017567457,0.0533538043942589,0.0899141087678074,0.1741293532338308,1.0,0.4980392156862745,GREEN_white_led_ids,GREEN,0.74,0.03,0.1685,0.5043,0.126,0.451,2026-01-29,White LED
R6,448,118,1706,1614,20260128_112857.jpg,2992,2992,0.0681509111004049,0.5476755198682246,0.3131927488257462,0.0221680665200709,0.1119758035713404,0.094257960531261,0.0683760683760684,0.5512820512820513,0.3058823529411765,RED_white_led_ids,RED,0.26,0.03,1.1732,0.7997,0.2,0.973,2026-01-29,White LED
R7,527,151,1660,1732,20260128_113039.jpg,2992,2992,0.0624479128147442,0.5384412899988925,0.3093972035288553,0.0213774321574988,0.1101234681490535,0.1048668259959856,0.0612244897959184,0.5316455696202532,0.2941176470588235,RED_white_led_ids,RED,0.31,0.03,1.2289,0.7585,0.19,1.039,2026-01-29,White LED
R8,192,210,1785,1870,20260128_113129.jpg,2992,2992,0.060924540336685,0.5532447091112015,0.2956932440316643,0.0379861737041301,0.1345935205317643,0.0998630937237495,0.0592592592592592,0.5555555555555556,0.2745098039215686,RED_white_led_ids,RED,0.29,0.03,1.2612,0.8322,0.208,1.053,2026-01-29,White LED
G6,166,7,1824,2027,20260128_112224.jpg,2992,2992,0.1753499895642379,0.9707572130017112,0.4743907656308882,0.0168624909136705,0.0880899171451181,0.118661751946769,0.1768707482993197,1.0,0.4509803921568627,GREEN_white_led_ids,GREEN,0.43,0.03,0.2088,0.6699,0.167,0.041,2026-01-29,White LED
G7,520,0,1955,2008,20260201_124300.jpg,2992,2992,0.2129842759203167,0.9730066624462926,0.3331665466263153,0.0277672275883626,0.0708311603815317,0.0959101066545193,0.2096219931271477,1.0,0.3333333333333333,GREEN_white_led_ids,GREEN,1.98,0.03,0.2159,0.6812,0.17,0.046,2026-02-05,White LED
R6,409,52,2093,1916,20260201_124011.jpg,2992,2992,0.0962126592437137,0.5391605838681605,0.2590961320460377,0.0244428840406189,0.2267815661723012,0.103994772601954,0.0919540229885057,0.4705882352941177,0.2509803921568627,RED_white_led_ids,RED,0.41,0.03,1.0707,0.9849,0.246,0.824,2026-02-05,White LED
G6,186,295,2080,1437,20260201_124245.jpg,2992,2992,0.1968552965054434,0.9775994462663784,0.298677661084529,0.0208989185270727,0.0639817946226276,0.1021126679073906,0.1936274509803921,1.0,0.2941176470588235,GREEN_white_led_ids,GREEN,2.26,0.03,0.3094,1.0511,0.263,0.047,2026-02-05,White LED
R8,435,13,1739,1982,20260201_124041.jpg,2992,2992,0.1024567219204707,0.577998969872672,0.26410951539824,0.0266130540711623,0.2507465820956804,0.1016920737757824,0.1031746031746031,0.5272727272727273,0.2588235294117647,RED_white_led_ids,RED,0.75,0.03,1.318,1.0201,0.255,1.063,2026-02-05,White LED
R7,534,118,1680,1877,20260201_124026.jpg,2992,2992,0.1119997660124103,0.5343054397908286,0.2323752768731208,0.030534306405622,0.2388731835007846,0.0942356716843716,0.1153846153846153,0.4666666666666666,0.2235294117647058,RED_white_led_ids,RED,0.6,0.03,1.0198,1.1908,0.298,0.722,2026-02-05,White LED
G5,94,26,2283,1785,20260201_123826.jpg,2992,2992,0.2047336801660506,0.9525956694886948,0.333767455911191,0.0250385073958651,0.0904360025263192,0.0914351992372118,0.2003367003367003,1.0,0.3294117647058823,GREEN_white_blue_led_ids,GREEN,0.93,0.03,0.2541,0.8175,0.204,0.05,2026-02-05,White+Blue LED
R2,291,20,2027,1726,20260201_123404.jpg,2992,2992,0.119511964009253,0.5912049895817171,0.2215511906357203,0.0286394672716956,0.2434146544627788,0.0817835938708132,0.1206896551724138,0.53125,0.2196078431372549,RED_white_blue_led_ids,RED,0.77,0.03,0.7968,1.0202,0.255,0.542,2026-02-05,White+Blue LED
G3,389,125,1621,1601,20260201_123740.jpg,2992,2992,0.2054119750663992,0.9352035044977028,0.3276670794795233,0.0177743931361755,0.1058557231681648,0.0801298436019807,0.2058823529411765,1.0,0.3294117647058823,GREEN_white_blue_led_ids,GREEN,1.93,0.03,0.3238,1.0911,0.273,0.051,2026-02-05,White+Blue LED
G2,284,39,2087,1719,20260201_123722.jpg,2992,2992,0.2004057300583798,0.9670870006360696,0.2858187782700166,0.0203669443642377,0.077328952726609,0.079798121596295,0.1977777777777777,1.0,0.2862745098039215,GREEN_white_blue_led_ids,GREEN,1.77,0.03,0.3599,1.2457,0.311,0.048,2026-02-05,White+Blue LED
G1,435,79,1542,1384,20260201_123657.jpg,2992,2992,0.2040836389401727,0.970999213687722,0.2998906031727967,0.0235365680714704,0.0762131575573901,0.0917472423842292,0.202991452991453,1.0,0.2862745098039215,GREEN_white_blue_led_ids,GREEN,1.85,0.03,0.3696,1.2684,0.317,0.053,2026-02-05,White+Blue LED
R5,402,66,1758,1745,20260201_123458.jpg,2992,2992,0.1243509239220104,0.6876292779058937,0.2363683856947963,0.0308043042288788,0.2536704451410178,0.0961514912369298,0.1215277777777777,0.6615384615384615,0.2274509803921568,RED_white_blue_led_ids,RED,0.35,0.03,1.2819,0.8524,0.213,1.069,2026-02-05,White+Blue LED
R4,619,66,1450,1548,20260201_123437.jpg,2992,2992,0.1388227682330091,0.6867351536545695,0.2134612454275242,0.0230040022119023,0.2391856048042974,0.0777747740467758,0.1416666666666666,0.6458333333333334,0.2039215686274509,RED_white_blue_led_ids,RED,0.33,0.03,0.893,0.9543,0.239,0.654,2026-02-05,White+Blue LED
R3,291,39,1929,1811,20260201_123419.jpg,2992,2992,0.1142717069973255,0.6011394066140371,0.2285008206554209,0.0278606578957952,0.2474288223706689,0.0782091803595438,0.1172839506172839,0.5526315789473685,0.2274509803921568,RED_white_blue_led_ids,RED,0.81,0.03,0.9161,1.0121,0.253,0.663,2026-02-05,White+Blue LED
G8,330,13,2277,1903,20260201_124319.jpg,2992,2992,0.2137077268603058,0.9535052941106767,0.3121166939020763,0.032122212075187,0.0935931525967922,0.0973606032064821,0.2073170731707316,1.0,0.3098039215686274,GREEN_white_led_ids,GREEN,1.96,0.03,0.2167,0.7025,0.176,0.041,2026-02-05,White LED
G4,389,282,2008,1693,20260201_123807.jpg,2992,2992,0.2040567590563758,0.9374369219064276,0.3189495561964997,0.0277460998846978,0.1034916052520842,0.1012703724857338,0.2,1.0,0.3215686274509803,GREEN_white_blue_led_ids,GREEN,1.02,0.03,0.623,1.601,0.4,0.223,2026-02-05,White+Blue LED
G9,146,7,2356,2474,20260201_124334.jpg,2992,2992,0.2063035389482246,0.930883759073838,0.407539037991979,0.0236435281655593,0.1134774834454669,0.1193442035133425,0.2054263565891473,1.0,0.4156862745098039,GREEN_white_led_ids,GREEN,1.44,0.03,0.2669,0.8607,0.215,0.052,2026-02-05,White LED
C9,22,407,2218,1962,20260201_125445.jpg,2992,2992,0.2004304448357508,0.970782609203516,0.3607113522578606,0.0271484790591898,0.0810164630686155,0.1162880027152731,0.1941747572815534,1.0,0.3764705882352941,GREEN_Control_ids,GREEN,1.54,0.03,0.2088,0.6476,0.162,0.047,2026-02-05,Control-Sun
R11,402,7,2152,1988,20260201_124610.jpg,2992,2992,0.1542265774373484,0.846606215047065,0.2660437717234329,0.0257042100627427,0.1997488897519402,0.0788017420378137,0.1564102564102564,1.0,0.2627450980392157,RED_Shade_ids,RED,0.35,0.03,1.3303,1.1203,0.28,1.05,2026-02-05,Shade
C10,717,322,1647,1411,20260201_125500.jpg,2992,2992,0.1998104955540697,0.9450668428685174,0.3194945635970212,0.0186344534882732,0.1207133980523175,0.0823122745522476,0.2016460905349794,1.0,0.3215686274509803,GREEN_Control_ids,GREEN,1.46,0.03,0.2559,0.748,0.187,0.069,2026-02-05,Control-Sun
C8,534,59,2054,1949,20260201_125427.jpg,2992,2992,0.1926435673143375,0.987461167559686,0.3681286715326576,0.0204083899135996,0.0514652642497421,0.0946838374854823,0.1896024464831804,1.0,0.3647058823529411,GREEN_Control_ids,GREEN,0.78,0.03,0.1946,0.5716,0.143,0.052,2026-02-05,Control-Sun
C7,199,236,2034,1489,20260201_125411.jpg,2992,2992,0.1885440667581984,0.9713767355025132,0.3815763777679103,0.0166950389865173,0.0752006914383271,0.0958812792830791,0.1872659176029962,1.0,0.3686274509803922,GREEN_Control_ids,GREEN,1.62,0.03,0.1823,0.5704,0.143,0.04,2026-02-05,Control-Sun
C6,0,20,2154,1621,20260201_125357.jpg,2992,2992,0.1872534250475611,0.9553075760963442,0.3653433528807264,0.0168218105059831,0.1096222153191598,0.0957746884363921,0.1835205992509363,1.0,0.3490196078431372,GREEN_Control_ids,GREEN,0.8,0.03,0.1936,0.5964,0.149,0.045,2026-02-05,Control-Sun
C5,350,256,2014,1955,20260201_125226.jpg,2992,2992,0.1054304812331098,0.6116879212706013,0.2764479433214474,0.0267376157318272,0.2325003155547398,0.1054651692106917,0.1063829787234042,0.5692307692307692,0.2745098039215686,RED_Control_ids,RED,0.48,0.03,1.1697,0.649,0.162,1.007,2026-02-05,Control-Sun
C4,573,223,1516,1640,20260201_125208.jpg,2992,2992,0.0866540191759649,0.6370344605367141,0.2157300555351026,0.0202679153723754,0.224195556893053,0.0973690484077291,0.0833333333333333,0.6111111111111112,0.192156862745098,RED_Control_ids,RED,0.42,0.03,0.9242,0.6501,0.163,0.762,2026-02-05,Control-Sun
C3,580,7,1772,1831,20260201_125151.jpg,2992,2992,0.0892412657565505,0.598959954469223,0.2220532714860447,0.0205254827182967,0.2191624939375648,0.0817280808646835,0.0897435897435897,0.5633802816901409,0.2156862745098039,RED_Control_ids,RED,0.38,0.03,1.0479,0.602,0.151,0.897,2026-02-05,Control-Sun
C2,553,59,2146,1752,20260201_125137.jpg,2992,2992,0.0859363882533875,0.6281023357139246,0.228325628421655,0.0172366250870519,0.2141440820528825,0.0848340240025312,0.0857142857142857,0.6000000000000001,0.2196078431372549,RED_Control_ids,RED,0.35,0.03,1.1237,0.7602,0.19,0.934,2026-02-05,Control-Sun
C1,166,20,2139,1778,20260201_125123.jpg,2992,2992,0.1036985592678814,0.6871315368601079,0.264623398157479,0.024385866741301,0.2293762498722077,0.1008630556358794,0.1008771929824561,0.6590909090909091,0.2549019607843137,RED_Control_ids,RED,0.46,0.03,1.0863,0.8226,0.206,0.881,2026-02-05,Control-Sun
G15,61,59,1870,1686,20260201_124958.jpg,2992,2992,0.197721587539495,0.943491313618154,0.3920138284691542,0.0150529059634715,0.0996218860841126,0.0705015889465302,0.1968085106382978,1.0,0.388235294117647,GREEN_Shade_ids,GREEN,0.7,0.03,0.1915,0.5727,0.143,0.048,2026-02-05,Shade
G13,717,72,1660,1430,20260201_124927.jpg,2992,2992,0.1926550599575311,0.9768285160914874,0.4478863849717531,0.0145910635925241,0.0618583553827332,0.0917654062230989,0.1920289855072463,1.0,0.4392156862745098,GREEN_Shade_ids,GREEN,1.36,0.03,0.187,0.5587,0.14,0.047,2026-02-05,Shade
G12,265,151,1962,1909,20260201_124900.jpg,2992,2992,0.1976045227014849,0.9750437249945184,0.3742393596699618,0.0169061891508283,0.0659648646089986,0.07671429517352,0.1962962962962963,1.0,0.3686274509803922,GREEN_Shade_ids,GREEN,0.76,0.03,0.1959,0.626,0.157,0.039,2026-02-05,Shade
G11,645,138,1358,1890,20260201_124843.jpg,2992,2992,0.1888406296788676,0.9513329153626058,0.4078562750297008,0.014555700454358,0.1062466425793557,0.0887552927208038,0.1870748299319727,1.0,0.396078431372549,GREEN_Shade_ids,GREEN,1.06,0.03,0.1828,0.5592,0.14,0.043,2026-02-05,Shade
