label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
C7,178,0,2506,2291,20251216_123819.jpg,2992,2992,0.2132255765010909,0.9462682098294778,0.4167080743475571,0.0340827347105522,0.1701886081120993,0.1324670311844923,0.2103174603174603,1.0,0.4078431372549019,GREEN_Control_ids,GREEN,1.75,0.03,0.1715,0.4975,0.124,0.047,2025-12-17,Control-Sun
C8,170,8,2349,2135,20251216_123845.jpg,2992,2992,0.2151937785879125,0.948531763992614,0.4087657287715848,0.0245362253583072,0.1097692208639074,0.1111437324544655,0.2115384615384615,1.0,0.4156862745098039,GREEN_Control_ids,GREEN,0.9,0.03,0.1173,0.3287,0.082,0.035,2025-12-17,Control-Sun
C10,13,17,2415,2374,20251216_123941.jpg,2992,2992,0.2128668129349014,0.9576866411908398,0.434197305533099,0.0247575584335866,0.1034657229103295,0.1076629037418097,0.2104519774011299,1.0,0.4470588235294117,GREEN_Control_ids,GREEN,0.5,0.03,0.1059,0.2438,0.061,0.045,2025-12-17,Control-Sun
C2,260,8,2242,2390,20251216_123338.jpg,2992,2992,0.1101071666156764,0.5837499931096263,0.2936454663526271,0.0260623374156585,0.2685078513431461,0.1062409303576151,0.1041666666666666,0.5242718446601943,0.2980392156862745,RED_Control_ids,RED,0.42,0.03,0.7704,0.4259,0.106,0.664,2025-12-17,Control-Sun
R2,0,206,2593,2160,20251216_120250.jpg,2992,2992,0.1336756641975428,0.5414161320238783,0.2617243045449674,0.034260590886449,0.2710916151069679,0.0917904064721613,0.1333333333333333,0.5116279069767442,0.2549019607843137,RED_white_blue_led_ids,RED,1.2,0.03,0.4441,0.7598,0.19,0.254,2025-12-17,White+Blue LED
G10,104,74,2629,2745,20251216_122052.jpg,2992,2992,0.207169141990779,0.903163186035044,0.535895026356133,0.021368193302395,0.1553858210208955,0.1111614326881931,0.2027777777777777,1.0,0.5450980392156862,GREEN_white_led_ids,GREEN,1.53,0.03,0.13,0.3798,0.095,0.035,2025-12-17,White LED
R3,5,0,2201,2481,20251216_120336.jpg,2992,2992,0.1245713181551024,0.5587781651772433,0.2888214732667936,0.030628550404593,0.2893971519907926,0.0957180239604713,0.1205673758865248,0.5,0.2980392156862745,RED_white_blue_led_ids,RED,0.38,0.03,0.5158,0.5741,0.144,0.372,2025-12-17,White+Blue LED
R4,46,0,2662,2432,20251216_120405.jpg,2992,2992,0.1189564630172495,0.5170464705021838,0.2637760648969171,0.0382180854946814,0.2798524782725268,0.093305829860097,0.1159420289855072,0.4745762711864407,0.2588235294117647,RED_white_blue_led_ids,RED,0.78,0.03,0.3692,0.5843,0.146,0.223,2025-12-17,White+Blue LED
R5,29,17,2291,2349,20251216_120432.jpg,2992,2992,0.1510952812227502,0.6424045541807447,0.2681054668732823,0.0256358731216184,0.2864461450519228,0.0911406961306035,0.1495726495726495,0.64,0.2627450980392157,RED_white_blue_led_ids,RED,1.6,0.03,0.4115,0.4563,0.114,0.297,2025-12-17,White+Blue LED
G1,21,25,2489,2316,20251216_120649.jpg,2992,2992,0.2227759394625678,0.936023942030066,0.3252490680378521,0.027777792641782,0.1286948152350795,0.0921384937198041,0.2207792207792207,1.0,0.3254901960784314,GREEN_white_blue_led_ids,GREEN,1.37,0.03,0.1367,0.3499,0.087,0.049,2025-12-17,White+Blue LED
G2,13,107,2374,2225,20251216_120714.jpg,2992,2992,0.2196824807534832,0.873309485462779,0.3555273528949765,0.0243470357908179,0.1589064983213606,0.0919979100457302,0.2207792207792207,0.9587628865979382,0.3607843137254902,GREEN_white_blue_led_ids,GREEN,1.3,0.03,0.1486,0.4449,0.111,0.037,2025-12-17,White+Blue LED
G3,5,8,2695,2341,20251216_120738.jpg,2992,2992,0.2190818078416411,0.8882728698470057,0.4148292331934021,0.0199571893731933,0.1447855271134681,0.0951890815915066,0.2184873949579832,0.97,0.4156862745098039,GREEN_white_blue_led_ids,GREEN,1.02,0.03,0.1177,0.2626,0.066,0.052,2025-12-17,White+Blue LED
G4,301,0,2258,2448,20251216_120801.jpg,2992,2992,0.2157749314593892,0.8903288292919684,0.4118249839214089,0.0213288015495518,0.1613907709341401,0.1011045372758231,0.2150537634408601,1.0,0.4156862745098039,GREEN_white_blue_led_ids,GREEN,1.43,0.03,0.136,0.3986,0.1,0.036,2025-12-17,White+Blue LED
G5,38,33,2201,2506,20251216_120933.jpg,2992,2992,0.2169965132885065,0.9058672617573598,0.38902007346997,0.024304612460232,0.1515216472193458,0.1067384675968345,0.2156862745098039,1.0,0.384313725490196,GREEN_white_blue_led_ids,GREEN,1.07,0.03,0.1326,0.3809,0.095,0.037,2025-12-17,White+Blue LED
R6,112,165,2143,2003,20251216_121332.jpg,2992,2992,0.1067511384238739,0.3798145115494624,0.237523604524293,0.0339376213523014,0.2033805315440225,0.0850513097528857,0.0980392156862744,0.3404255319148936,0.2313725490196078,RED_white_led_ids,RED,0.77,0.03,0.3906,0.5912,0.148,0.243,2025-12-17,White LED
R7,219,25,2341,2102,20251216_121354.jpg,2992,2992,0.1170031002972349,0.3904633113232422,0.2196882896827961,0.0381549514870972,0.2267041681469853,0.0807882389817415,0.111111111111111,0.3492063492063493,0.2235294117647058,RED_white_led_ids,RED,0.92,0.03,0.4189,0.6681,0.167,0.252,2025-12-17,White LED
R8,0,0,2585,2605,20251216_121427.jpg,2992,2992,0.1401936607328943,0.5057213030415149,0.3217994202361514,0.0270539816838621,0.270420935820314,0.1092379311221045,0.1403508771929824,0.4459459459459459,0.3254901960784314,RED_white_led_ids,RED,0.82,0.03,0.4001,0.6581,0.165,0.236,2025-12-17,White LED
R9,5,25,2415,2407,20251216_121454.jpg,2992,2992,0.1090313264854811,0.399743578671862,0.3196105334667023,0.0301220236059476,0.2261692282059275,0.1045453711228027,0.1041666666666666,0.3513513513513513,0.3254901960784314,RED_white_led_ids,RED,0.94,0.03,0.3971,0.6621,0.166,0.232,2025-12-17,White LED
R10,269,99,1879,1896,20251216_121519.jpg,2992,2992,0.1547821295588486,0.5851565883451159,0.2346780080839306,0.0242961727286745,0.2514572283382061,0.0911451653108985,0.1553030303030303,0.540983606557377,0.2313725490196078,RED_white_led_ids,RED,0.53,0.03,0.3766,0.5876,0.147,0.23,2025-12-17,White LED
G6,5,0,2679,2440,20251216_121847.jpg,2992,2992,0.2186786256059585,0.9146269209563684,0.4002043050282387,0.029134755579231,0.1364068445097844,0.1170627510895693,0.2150537634408602,1.0,0.4117647058823529,GREEN_white_led_ids,GREEN,1.51,0.03,0.1095,0.2889,0.072,0.037,2025-12-17,White LED
G7,0,17,2815,2605,20251216_121928.jpg,2992,2992,0.2135394467067675,0.9256408789369608,0.4661462407361578,0.0235851279591377,0.1185547685784524,0.119007496801047,0.2106060606060606,1.0,0.4823529411764706,GREEN_white_led_ids,GREEN,0.98,0.03,0.1572,0.4775,0.119,0.038,2025-12-17,White LED
G8,21,0,2704,2473,20251216_121955.jpg,2992,2992,0.2110806543405428,0.9216872476816074,0.4822236130496244,0.0209726616818458,0.1212289277958467,0.1127765531719772,0.2087087087087087,1.0,0.5019607843137255,GREEN_white_led_ids,GREEN,1.23,0.03,0.1188,0.3512,0.088,0.031,2025-12-17,White LED
G9,38,0,2769,2580,20251216_122029.jpg,2992,2992,0.2099688342648884,0.934331218275055,0.4320259522251586,0.0221398926862122,0.1153646913384738,0.1126982499306179,0.2069597069597069,1.0,0.4392156862745098,GREEN_white_led_ids,GREEN,0.93,0.03,0.1364,0.3635,0.091,0.046,2025-12-17,White LED
R12,13,58,2432,2333,20251216_122348.jpg,2992,2992,0.1817588338668325,0.8477448535915493,0.3083084649476763,0.0187750459820057,0.1947999837929616,0.0968724522334362,0.1782945736434108,0.989010989010989,0.3058823529411765,RED_Shade_ids,RED,0.36,0.03,0.4124,0.6571,0.164,0.248,2025-12-17,Shade
R13,318,148,2291,2423,20251216_122413.jpg,2992,2992,0.181500267757252,0.7607230385593596,0.3556901203018258,0.0169758179399939,0.2287153211223922,0.091102454412335,0.1792929292929292,0.8032786885245902,0.3568627450980392,RED_Shade_ids,RED,0.31,0.03,0.3879,0.4841,0.121,0.267,2025-12-17,Shade
R11,0,0,2931,2712,20251216_122320.jpg,2992,2992,0.1757025516143233,0.8268244697607221,0.3387605783004467,0.0186620337257652,0.2087344089881485,0.1064819330978356,0.1749999999999999,0.9333333333333332,0.3372549019607843,RED_Shade_ids,RED,0.52,0.03,0.4445,0.8693,0.217,0.227,2025-12-17,Shade
C9,101,157,2598,2559,20251223_132926.jpg,2992,2992,0.2062575125204498,0.984449605888386,0.6040145103071166,0.0267957886899411,0.0430835576635748,0.1327927790140596,0.2015503875968992,1.0,0.6313725490196078,GREEN_Control_ids,GREEN,2.16,0.03,0.0959,0.2491,0.062,0.034,2025-12-25,Control-Sun
G7,28,0,2631,2415,20251223_130853.jpg,2992,2992,0.2009173009519541,0.9404738585747032,0.5733604336719212,0.0220524820622145,0.1014193352913668,0.1231671126678504,0.199047619047619,1.0,0.592156862745098,GREEN_white_led_ids,GREEN,1.59,0.03,0.1919,0.3444,0.086,0.106,2025-12-25,White LED
G6,146,13,2277,2447,20251223_130821.jpg,2992,2992,0.1950127670181249,0.9570473703044804,0.5681104235259106,0.0217682691171384,0.082532237376878,0.1259519398522753,0.192,1.0,0.5843137254901961,GREEN_white_led_ids,GREEN,1.49,0.03,0.1135,0.323,0.081,0.033,2025-12-25,White LED
R10,271,66,2237,1975,20251223_130433.jpg,2992,2992,0.1772688972676307,0.71515146622813,0.4001774026046645,0.0329806587334201,0.2127584976305872,0.1354772019255493,0.1754385964912281,0.6991510180588532,0.4078431372549019,RED_white_led_ids,RED,1.43,0.03,0.4154,0.6842,0.171,0.244,2025-12-25,White LED
R9,311,223,1995,2060,20251223_130405.jpg,2992,2992,0.1559030985451578,0.7060935193040692,0.3791099183669008,0.038759385342658,0.2879183718940283,0.1622263449387868,0.1574074074074074,0.7647058823529411,0.3607843137254902,RED_white_led_ids,RED,1.96,0.03,0.3974,0.5184,0.13,0.268,2025-12-25,White LED
R8,376,131,2211,2310,20251223_130333.jpg,2992,2992,0.1779755968457306,0.7344497358852571,0.4190817111362796,0.0319898888340672,0.2767491862786701,0.1481556398252976,0.1782273603082852,0.8145695364238411,0.4078431372549019,RED_white_led_ids,RED,1.37,0.03,0.5488,0.7335,0.183,0.365,2025-12-25,White LED
R7,199,7,2401,2198,20251223_130300.jpg,2992,2992,0.1472770487297575,0.7324117962197183,0.4188838551519224,0.0303865946707883,0.2480999751650202,0.1529741152148988,0.1478494623655914,0.7428571428571429,0.4,RED_white_led_ids,RED,1.23,0.03,0.3513,0.7048,0.176,0.175,2025-12-25,White LED
R6,265,20,2251,2146,20251223_130236.jpg,2992,2992,0.1370039556529166,0.691622415250331,0.3853032980207164,0.0325118401667963,0.2615446613972585,0.1275904108533593,0.137037037037037,0.6835443037974684,0.3803921568627451,RED_white_led_ids,RED,1.16,0.03,0.4764,0.898,0.225,0.252,2025-12-25,White LED
G8,0,0,2633,2369,20251223_130921.jpg,2992,2992,0.2087353622643105,0.9233952824883388,0.565885366540394,0.0244961538809088,0.1085928399255192,0.1180078540437201,0.2074340527577937,0.984375,0.5882352941176471,GREEN_white_led_ids,GREEN,1.02,0.03,0.1208,0.3296,0.082,0.038,2025-12-25,White LED
G5,488,39,2113,2369,20251223_125934.jpg,2992,2992,0.2141772684240382,0.9880343670381598,0.5237840031697469,0.029674151129633,0.0430563073455156,0.137154105727618,0.2107142857142857,1.0,0.5215686274509804,GREEN_white_blue_led_ids,GREEN,1.23,0.03,0.1354,0.2089,0.052,0.083,2025-12-25,White+Blue LED
G3,356,20,2303,2356,20251223_125840.jpg,2992,2992,0.2075295639085595,0.96115819988096,0.5277429219114794,0.0244126142349779,0.0767431359051477,0.1088195787999126,0.2056451612903226,1.0,0.5411764705882353,GREEN_white_blue_led_ids,GREEN,1.29,0.03,0.1441,0.3999,0.1,0.044,2025-12-25,White+Blue LED
G2,192,20,2283,2113,20251223_125816.jpg,2992,2992,0.2227500130404328,0.9617520368358452,0.488090769098047,0.0300189529574806,0.087655146702091,0.1241309532092536,0.2216494845360824,1.0,0.4941176470588235,GREEN_white_blue_led_ids,GREEN,1.44,0.03,0.1354,0.3956,0.099,0.037,2025-12-25,White+Blue LED
G1,291,79,2408,2559,20251223_125753.jpg,2992,2992,0.2047668865894242,0.9633724347713928,0.5662531365836759,0.0250619561804574,0.0727148688493784,0.118088303158577,0.2009803921568627,1.0,0.5882352941176471,GREEN_white_blue_led_ids,GREEN,1.05,0.03,0.0944,0.2099,0.052,0.042,2025-12-25,White+Blue LED
R5,225,0,2434,2231,20251223_125143.jpg,2992,2992,0.1802472127378528,0.8517697854923562,0.423077892364218,0.0371386700596021,0.2294646070496534,0.1412019906858019,0.18125,1.0,0.4196078431372549,RED_white_blue_led_ids,RED,1.0,0.03,0.0444,0.0357,0.009,0.035,2025-12-25,White+Blue LED
R4,0,0,2561,2152,20251223_125119.jpg,2992,2992,0.1518867329323352,0.5865095256667586,0.4222658235701214,0.0397055202744159,0.2778511986354324,0.1321586079419533,0.1532567049808429,0.5161290322580645,0.4235294117647059,RED_white_blue_led_ids,RED,1.48,0.03,0.7471,1.1488,0.287,0.46,2025-12-25,White+Blue LED
R3,225,0,2336,2192,20251223_125058.jpg,2992,2992,0.1630491643563268,0.6633569225975158,0.420824883965621,0.0433148131671573,0.288811158344537,0.1550881750243395,0.1666666666666666,0.6521739130434783,0.4117647058823529,RED_white_blue_led_ids,RED,1.23,0.03,0.3323,0.481,0.12,0.212,2025-12-25,White+Blue LED
R2,41,13,2559,2382,20251223_125034.jpg,2992,2992,0.1591122797071558,0.5889008300662402,0.428937938554664,0.0402711696061055,0.3019596509516885,0.1468783780433546,0.160377358490566,0.5231788079470199,0.4274509803921568,RED_white_blue_led_ids,RED,1.33,0.03,0.4595,0.6231,0.156,0.304,2025-12-25,White+Blue LED
G4,251,0,2080,2008,20251223_125908.jpg,2992,2992,0.2157730036150605,0.9695095608778482,0.4886659526862217,0.0344433721330148,0.0778396321191463,0.1514228295140324,0.2079646017699115,1.0,0.5098039215686274,GREEN_white_blue_led_ids,GREEN,1.01,0.03,0.0464,0.0395,0.01,0.037,2025-12-25,White+Blue LED
G9,179,7,2716,2198,20251223_130956.jpg,2992,2992,0.2063990747607495,0.9242040649429616,0.5801378686713191,0.024584954238369,0.1032168580257063,0.1269333951285722,0.2022471910112359,0.978102189781022,0.6039215686274509,GREEN_white_led_ids,GREEN,1.54,0.03,0.1653,0.4997,0.125,0.04,2025-12-25,White LED
C10,415,407,2349,2270,20251223_132950.jpg,2992,2992,0.2045991349457086,0.9787788853850388,0.6368455070485676,0.0227784442956089,0.0531066176540083,0.152748123122299,0.199047619047619,1.0,0.6745098039215687,GREEN_Control_ids,GREEN,0.99,0.03,0.127,0.3422,0.086,0.041,2025-12-25,Control-Sun
G10,317,223,2172,2211,20251223_131024.jpg,2992,2992,0.2025430941024311,0.9552712622649638,0.5888961422198639,0.0225161038938897,0.0852140098568426,0.1213267184401823,0.1995305164319249,1.0,0.611764705882353,GREEN_white_led_ids,GREEN,1.88,0.03,0.1209,0.3374,0.084,0.037,2025-12-25,White LED
C7,0,0,2738,2579,20251223_132843.jpg,2992,2992,0.2074852468110342,0.980683539533574,0.6213234017927467,0.0253510752863785,0.0559188243169048,0.1399357409428902,0.2029795158286778,1.0,0.6509803921568628,GREEN_Control_ids,GREEN,1.59,0.03,0.1194,0.3364,0.084,0.035,2025-12-25,Control-Sun
C6,61,0,2723,2480,20251223_132822.jpg,2992,2992,0.2077790361539434,0.9843405408668566,0.6053628408885552,0.0247313868773571,0.0414981345907507,0.1453004777966133,0.2033898305084746,1.0,0.6352941176470588,GREEN_Control_ids,GREEN,2.96,0.03,0.1286,0.3738,0.093,0.035,2025-12-25,Control-Sun
C5,219,39,2237,2310,20251223_132506.jpg,2992,2992,0.137148825322359,0.6690063487502946,0.3952917127617756,0.0456835193595081,0.2981619365744298,0.158406661000353,0.1284153005464481,0.6666666666666667,0.3803921568627451,RED_Control_ids,RED,1.71,0.03,0.6944,0.7016,0.175,0.519,2025-12-25,Control-Sun
C4,750,295,2237,2349,20251223_132441.jpg,2992,2992,0.1127946730913361,0.6017209791063516,0.396554141119376,0.0323869440779662,0.2252559779463624,0.137804097194617,0.1094527363184079,0.6083333333333333,0.3803921568627451,RED_Control_ids,RED,1.44,0.03,0.1813,0.2252,0.056,0.125,2025-12-25,Control-Sun
C3,0,0,2745,2205,20251223_132419.jpg,2992,2992,0.1268765239871756,0.6883405384939255,0.399390079337029,0.033991727235669,0.2534347955097695,0.1480644175347379,0.1225490196078431,0.6831683168316831,0.388235294117647,RED_Control_ids,RED,1.4,0.03,0.5147,0.5375,0.134,0.38,2025-12-25,Control-Sun
C2,0,52,2856,2336,20251223_132354.jpg,2992,2992,0.1370103322714483,0.6600760771800646,0.397992684588377,0.0424249287187677,0.2947997197934602,0.1521539039503144,0.1302083333333333,0.6626506024096386,0.384313725490196,RED_Control_ids,RED,1.25,0.03,0.5171,0.5872,0.147,0.37,2025-12-25,Control-Sun
C1,717,0,2100,2178,20251223_132322.jpg,2992,2992,0.1134182619648618,0.7648841320600588,0.3444169156587121,0.0325962423532824,0.2445076849622525,0.1524793543474932,0.1058823529411764,0.8360655737704918,0.3215686274509803,RED_Control_ids,RED,1.66,0.03,0.3949,0.4867,0.122,0.273,2025-12-25,Control-Sun
G15,166,33,2572,2454,20251223_132030.jpg,2992,2992,0.1944689728038323,0.9820442437210908,0.4897436660843592,0.0223094944070247,0.0441624868678905,0.0995409612417852,0.192,1.0,0.4901960784313725,GREEN_Shade_ids,GREEN,0.91,0.03,0.1254,0.3337,0.083,0.042,2025-12-25,Shade
G14,146,0,2329,2447,20251223_131958.jpg,2992,2992,0.2014266689530701,0.9843455016755897,0.575984742714321,0.0201646569227947,0.0516270260545154,0.0805281856243226,0.1994949494949494,1.0,0.580392156862745,GREEN_Shade_ids,GREEN,1.26,0.03,0.0389,0.0368,0.009,0.03,2025-12-25,Shade
G13,284,59,2703,2251,20251223_131927.jpg,2992,2992,0.1907680760978704,0.9925955176356798,0.5487645759091816,0.0191361483889798,0.0288919041380133,0.082863207893392,0.1889671361502347,1.0,0.5529411764705883,GREEN_Shade_ids,GREEN,0.91,0.03,0.1089,0.265,0.066,0.043,2025-12-25,Shade
G12,41,0,2546,2415,20251223_131902.jpg,2992,2992,0.1978025230998309,0.9879775076311322,0.5746935251850267,0.018329542501032,0.0404893034552185,0.0973896479533071,0.1957070707070707,1.0,0.5882352941176471,GREEN_Shade_ids,GREEN,1.53,0.03,0.1286,0.395,0.099,0.03,2025-12-25,Shade
G11,586,0,2369,2585,20251223_131832.jpg,2992,2992,0.1944868902696123,0.9782417517438208,0.6129300028609116,0.0175394902650522,0.0526683232384993,0.0907932756135625,0.1922222222222222,1.0,0.6235294117647059,GREEN_Shade_ids,GREEN,1.33,0.03,0.0513,0.0372,0.009,0.042,2025-12-25,Shade
R15,173,210,2546,2493,20251223_131509.jpg,2992,2992,0.1775701812261521,0.8710853583079629,0.4783149553518015,0.0276981248779157,0.1858213146158987,0.1394245895613743,0.1785714285714285,1.0,0.4627450980392157,RED_Shade_ids,RED,1.12,0.03,0.3023,0.5778,0.144,0.158,2025-12-25,Shade
R14,173,26,2808,2231,20251223_131441.jpg,2992,2992,0.1903383672466709,0.9433202608376736,0.4587404364867801,0.0308808016082211,0.1215883073466174,0.1187783714119705,0.1813725490196078,1.0,0.4470588235294117,RED_Shade_ids,RED,1.16,0.03,0.2694,0.5717,0.143,0.126,2025-12-25,Shade
R13,9,151,2566,2552,20251223_131418.jpg,2992,2992,0.1887838719403116,0.9236704206198392,0.5260282082259328,0.0249098245434275,0.1441213289663872,0.1118540398337944,0.1851851851851852,1.0,0.5215686274509804,RED_Shade_ids,RED,1.4,0.03,0.3745,0.6017,0.15,0.224,2025-12-25,Shade
R12,238,0,2493,2605,20251223_131356.jpg,2992,2992,0.182061306397632,0.8980179402791687,0.5037575787490458,0.0227614608537684,0.1622003711036213,0.1167341796721358,0.1786786786786787,1.0,0.4980392156862745,RED_Shade_ids,RED,0.84,0.03,0.0671,0.0455,0.011,0.056,2025-12-25,Shade
R11,61,0,2828,2592,20251223_131335.jpg,2992,2992,0.1901160998983302,0.8883334847100607,0.4920381831048289,0.0276228247588093,0.1555253304142904,0.0985443186419397,0.1893424036281179,0.9803921568627452,0.4980392156862745,RED_Shade_ids,RED,1.05,0.03,0.3463,0.6847,0.171,0.175,2025-12-25,Shade
C8,219,0,2303,2375,20251223_132902.jpg,2992,2992,0.2051249402057284,0.9843422208049338,0.58906010639321,0.0255819414068789,0.043361580325063,0.1244309840118275,0.2005988023952095,1.0,0.615686274509804,GREEN_Control_ids,GREEN,1.88,0.03,0.1042,0.2548,0.064,0.041,2025-12-25,Control-Sun
R1,140,7,2421,2034,20251223_125001.jpg,2992,2992,0.1555354948181647,0.7017057105702965,0.3622784273094079,0.0425701364295182,0.2842304048520777,0.1449483506809126,0.1596638655462184,0.7321428571428571,0.3490196078431372,RED_white_blue_led_ids,RED,1.19,0.03,0.4624,0.7665,0.192,0.271,2025-12-25,White+Blue LED
R1,524,74,2077,2201,20251225_105832.jpg,2992,2992,0.1611230946498746,0.6428223969940826,0.4792136856313886,0.0350819963651809,0.3077523383438206,0.174249737212797,0.16006600660066,0.6138613861386139,0.4823529411764706,RED_white_blue_led_ids,RED,1.32,0.03,0.3447,0.4428,0.111,0.234,2025-12-31,White+Blue LED
C6,120,0,2621,2366,20251225_113803.jpg,2992,2992,0.1920856028527101,0.9809433407091436,0.6285594618030862,0.0216690328434045,0.0507834797496175,0.1057763231987285,0.1886446886446886,1.0,0.6470588235294118,GREEN_Control_ids,GREEN,2.12,0.03,0.1153,0.2914,0.073,0.042,2025-12-31,Control-Sun
G6,269,17,2382,2217,20251225_111852.jpg,2992,2992,0.1956323306670227,0.9851695201363534,0.6026453794788934,0.0198465481422605,0.0480684911977835,0.1194375781000392,0.192090395480226,1.0,0.6196078431372549,GREEN_white_led_ids,GREEN,1.84,0.03,0.1095,0.2889,0.072,0.037,2025-12-31,White LED
R10,367,8,2481,2258,20251225_111326.jpg,2992,2992,0.1684003420315487,0.7566770095112492,0.4760926043286265,0.0367411678275249,0.261168223859708,0.1597886793391144,0.1691358024691357,0.8541666666666666,0.4823529411764706,RED_white_led_ids,RED,1.69,0.03,0.3766,0.5876,0.147,0.23,2025-12-31,White LED
R9,277,17,2407,2341,20251225_111259.jpg,2992,2992,0.1763544887485574,0.8152884682254278,0.4976368745907769,0.033539670471736,0.2275383128292047,0.162977231520918,0.1746031746031745,0.9855769230769232,0.4901960784313725,RED_white_led_ids,RED,1.53,0.03,0.3971,0.6621,0.166,0.232,2025-12-31,White LED
R8,87,8,2448,2324,20251225_111229.jpg,2992,2992,0.1755989602488497,0.8844796810984502,0.5057064448954464,0.0283539354353885,0.1798655536110517,0.1526951530445593,0.1776960784313725,1.0,0.4941176470588235,RED_white_led_ids,RED,0.89,0.03,0.4001,0.6581,0.165,0.236,2025-12-31,White LED
R7,310,280,2357,2234,20251225_111152.jpg,2992,2992,0.15090799230818,0.7325625991781612,0.4215449217998616,0.0359544152943544,0.2743756122958,0.147430665016936,0.1543859649122807,0.7985611510791367,0.4,RED_white_led_ids,RED,1.17,0.03,0.4189,0.6681,0.167,0.252,2025-12-31,White LED
R6,318,165,2036,2069,20251225_111124.jpg,2992,2992,0.1672309967671803,0.7917935284958438,0.446672893384458,0.0284076848358713,0.2255114720802698,0.1349561659877152,0.1701030927835051,0.8833333333333333,0.4392156862745098,RED_white_led_ids,RED,1.29,0.03,0.3906,0.5912,0.148,0.243,2025-12-31,White LED
G5,5,0,2316,2077,20251225_110828.jpg,2992,2992,0.1869250193956713,0.9657395659549052,0.6031075916883847,0.0207130087053263,0.0688149372633973,0.1389059625477221,0.1828358208955224,1.0,0.6078431372549019,GREEN_white_blue_led_ids,GREEN,0.76,0.03,0.1326,0.3809,0.095,0.037,2025-12-31,White+Blue LED
G4,71,0,2382,2432,20251225_110755.jpg,2992,2992,0.2053588562928902,0.9721077145828156,0.5792972457563528,0.0255946504273075,0.0714771293302571,0.1478502599413323,0.2010309278350515,1.0,0.6078431372549019,GREEN_white_blue_led_ids,GREEN,0.87,0.03,0.136,0.3986,0.1,0.036,2025-12-31,White+Blue LED
G3,301,66,2366,2324,20251225_110723.jpg,2992,2992,0.1959958707520174,0.967045968690632,0.6033971270381696,0.0181026241402875,0.0789156681049943,0.1351893295512362,0.1937984496124031,1.0,0.615686274509804,GREEN_white_blue_led_ids,GREEN,1.22,0.03,0.1177,0.2626,0.066,0.052,2025-12-31,White+Blue LED
G2,359,17,2374,2201,20251225_110643.jpg,2992,2992,0.2070926579238995,0.9834440021961438,0.5657718452453554,0.0272957890750409,0.0588967302021528,0.1671944434616091,0.2014925373134328,1.0,0.580392156862745,GREEN_white_blue_led_ids,GREEN,1.33,0.03,0.1486,0.4449,0.111,0.037,2025-12-31,White+Blue LED
G1,277,0,2530,2242,20251225_110519.jpg,2992,2992,0.1979674141446316,0.9848291257328388,0.5927394159117302,0.0177869986357221,0.0496339659134097,0.0985563997222554,0.1958333333333333,1.0,0.6,GREEN_white_blue_led_ids,GREEN,1.77,0.03,0.1367,0.3499,0.087,0.049,2025-12-31,White+Blue LED
R5,54,17,2671,2110,20251225_110051.jpg,2992,2992,0.1685028466380607,0.8540259035933435,0.4663184383179365,0.0295453165215318,0.2152701875199113,0.1537449156131713,0.1714285714285714,1.0,0.4588235294117647,RED_white_blue_led_ids,RED,1.61,0.03,0.4115,0.4563,0.114,0.297,2025-12-31,White+Blue LED
R4,211,0,2399,2349,20251225_110017.jpg,2992,2992,0.1548032929703255,0.7122994675530029,0.5338192572512491,0.032829199532849,0.2707430603274211,0.1206661379968941,0.1588785046728972,0.763157894736842,0.5372549019607843,RED_white_blue_led_ids,RED,1.8,0.03,0.3692,0.5843,0.146,0.223,2025-12-31,White+Blue LED
R3,0,33,2494,2151,20251225_105941.jpg,2992,2992,0.1566144448442535,0.6860834365859629,0.5044049085658024,0.0326980135315367,0.2918511163935594,0.1468569165800414,0.1595238095238095,0.7065217391304347,0.4980392156862745,RED_white_blue_led_ids,RED,2.77,0.03,0.5158,0.5741,0.144,0.372,2025-12-31,White+Blue LED
R2,244,0,2366,2225,20251225_105858.jpg,2992,2992,0.1658234188533356,0.6504759451303371,0.4768461107858197,0.0350124432507017,0.3031626436879536,0.163682656856019,0.1701149425287356,0.6328125,0.4666666666666667,RED_white_blue_led_ids,RED,1.71,0.03,0.4441,0.7598,0.19,0.254,2025-12-31,White+Blue LED
G7,565,354,2250,2464,20251225_111920.jpg,2992,2992,0.2034419207180965,0.9510317995780752,0.5944133382229618,0.0213689891846978,0.099537198976059,0.140812372540816,0.1997126436781609,1.0,0.6235294117647059,GREEN_white_led_ids,GREEN,1.62,0.03,0.1572,0.4775,0.119,0.038,2025-12-31,White LED
C7,194,17,2563,2357,20251225_113832.jpg,2992,2992,0.1920228282833499,0.994618183217412,0.5986856708641568,0.0207083053622501,0.0256661453934059,0.1306214395537185,0.18562874251497,1.0,0.6274509803921569,GREEN_Control_ids,GREEN,1.34,0.03,0.1715,0.4975,0.124,0.047,2025-12-31,Control-Sun
