label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian
R1,140,7,2421,2034,20251223_125001.jpg,2992,2992,0.1555354948181647,0.7017057105702965,0.36227842730940796,0.0425701364295182,0.28423040485207773,0.14494835068091266,0.15966386554621848,0.7321428571428571,0.34901960784313724
R2,41,13,2559,2382,20251223_125034.jpg,2992,2992,0.15911227970715586,0.5889008300662402,0.42893793855466406,0.04027116960610552,0.30195965095168853,0.14687837804335463,0.16037735849056603,0.5231788079470199,0.42745098039215684
R3,225,0,2336,2192,20251223_125058.jpg,2992,2992,0.16304916435632683,0.6633569225975158,0.420824883965621,0.04331481316715734,0.288811158344537,0.1550881750243395,0.16666666666666666,0.6521739130434783,0.4117647058823529
R4,0,0,2561,2152,20251223_125119.jpg,2992,2992,0.1518867329323352,0.5865095256667586,0.4222658235701214,0.03970552027441598,0.2778511986354324,0.13215860794195336,0.1532567049808429,0.5161290322580645,0.4235294117647059
R5,225,0,2434,2231,20251223_125143.jpg,2992,2992,0.18024721273785282,0.8517697854923562,0.423077892364218,0.03713867005960216,0.2294646070496534,0.1412019906858019,0.18125,1.0,0.4196078431372549
G1,291,79,2408,2559,20251223_125753.jpg,2992,2992,0.20476688658942427,0.9633724347713927,0.5662531365836759,0.02506195618045741,0.07271486884937842,0.11808830315857707,0.2009803921568627,1.0,0.5882352941176471
G2,192,20,2283,2113,20251223_125816.jpg,2992,2992,0.22275001304043288,0.9617520368358451,0.48809076909804705,0.030018952957480683,0.08765514670209106,0.12413095320925363,0.22164948453608246,1.0,0.49411764705882355
G3,356,20,2303,2356,20251223_125840.jpg,2992,2992,0.20752956390855956,0.9611581998809601,0.5277429219114794,0.02441261423497793,0.07674313590514777,0.10881957879991269,0.2056451612903226,1.0,0.5411764705882353
G4,251,0,2080,2008,20251223_125908.jpg,2992,2992,0.21577300361506058,0.9695095608778482,0.48866595268622176,0.034443372133014884,0.07783963211914635,0.15142282951403246,0.2079646017699115,1.0,0.5098039215686274
G5,488,39,2113,2369,20251223_125934.jpg,2992,2992,0.2141772684240382,0.9880343670381598,0.5237840031697469,0.029674151129633057,0.043056307345515604,0.13715410572761802,0.21071428571428574,1.0,0.5215686274509804
R6,265,20,2251,2146,20251223_130236.jpg,2992,2992,0.13700395565291662,0.691622415250331,0.3853032980207164,0.032511840166796355,0.26154466139725857,0.12759041085335934,0.13703703703703704,0.6835443037974684,0.3803921568627451
R7,199,7,2401,2198,20251223_130300.jpg,2992,2992,0.14727704872975753,0.7324117962197183,0.41888385515192245,0.030386594670788362,0.2480999751650202,0.15297411521489887,0.1478494623655914,0.7428571428571429,0.4
R8,376,131,2211,2310,20251223_130333.jpg,2992,2992,0.17797559684573067,0.7344497358852571,0.4190817111362796,0.03198988883406721,0.2767491862786701,0.14815563982529764,0.1782273603082852,0.8145695364238411,0.40784313725490196
R9,311,223,1995,2060,20251223_130405.jpg,2992,2992,0.15590309854515783,0.7060935193040692,0.37910991836690083,0.03875938534265805,0.28791837189402836,0.16222634493878688,0.1574074074074074,0.7647058823529411,0.3607843137254902
R10,271,66,2237,1975,20251223_130433.jpg,2992,2992,0.17726889726763073,0.71515146622813,0.40017740260466456,0.03298065873342016,0.21275849763058724,0.13547720192554938,0.1754385964912281,0.6991510180588532,0.40784313725490196
G6,146,13,2277,2447,20251223_130821.jpg,2992,2992,0.19501276701812492,0.9570473703044803,0.5681104235259106,0.02176826911713845,0.08253223737687801,0.12595193985227537,0.19200000000000003,1.0,0.5843137254901961
G7,28,0,2631,2415,20251223_130853.jpg,2992,2992,0.20091730095195412,0.9404738585747031,0.5733604336719212,0.0220524820622145,0.10141933529136685,0.12316711266785042,0.19904761904761906,1.0,0.592156862745098
G8,0,0,2633,2369,20251223_130921.jpg,2992,2992,0.20873536226431058,0.9233952824883389,0.565885366540394,0.02449615388090881,0.10859283992551926,0.11800785404372012,0.20743405275779372,0.984375,0.5882352941176471
G9,179,7,2716,2198,20251223_130956.jpg,2992,2992,0.2063990747607495,0.9242040649429617,0.5801378686713191,0.024584954238369018,0.1032168580257063,0.1269333951285722,0.20224719101123592,0.9781021897810219,0.6039215686274509
G10,317,223,2172,2211,20251223_131024.jpg,2992,2992,0.20254309410243118,0.9552712622649638,0.5888961422198639,0.022516103893889788,0.0852140098568426,0.12132671844018238,0.1995305164319249,1.0,0.611764705882353
