img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,table_key
242,C1,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.8907857,0.049238473,0.9056537,0.8907857,1.020209,3.5731163,table_0_1774187719104763187
242,C2,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.88832456,0.043603323,0.9014653,0.88832456,1.0106121,3.5383947,table_1_1774187719104764888
242,C3,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.8882397,0.03757166,0.8988816,0.8882397,0.9604126,3.3567734,table_2_1774187719104765388
242,C4,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.88288516,0.049142458,0.8998172,0.88288516,0.8888777,3.0979595,table_3_1774187719104765688
242,C5,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.86545056,0.038452387,0.87580967,0.86545056,1.0086154,3.531171,table_4_1774187719104765988
242,C6,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.7949171,0.050457966,0.79202974,0.7949171,0.90706176,3.1637495,table_5_1774187719104766288
242,C7,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.8263328,0.057421748,0.8350091,0.8263328,0.9408076,3.2858417,table_6_1774187719104766588
242,C8,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.8279758,0.04165184,0.825488,0.8279758,0.94384354,3.296826,table_7_1774187719104766988
242,C9,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.849236,0.049021013,0.8572737,0.849236,0.8847711,3.083102,table_8_1774187719104767188
242,C10,34.91627884,32.02523041,04-01-2026,0.12163162231445312,0.80843997,0.04342945,0.8091147,0.80843997,0.8889258,3.0981336,table_9_1774187719104767688
235,R10,34.91625595,32.02522278,04-01-2026,0.20409393310546875,0.86897236,0.03744733,0.8707795,0.86897236,1.155264,4.061745,table_10_1774187719104767888
235,R9,34.91625595,32.02522278,04-01-2026,0.20409393310546875,0.8663893,0.0429221,0.8740772,0.8663893,1.1283627,3.9644163,table_11_1774187719104768188
235,R8,34.91625595,32.02522278,04-01-2026,0.20409393310546875,0.8773397,0.042314608,0.8797624,0.8773397,1.0979763,3.8544788,table_12_1774187719104768488
235,R7,34.91625595,32.02522278,04-01-2026,0.20409393310546875,0.8795524,0.048920564,0.8907942,0.8795524,1.1457843,4.0274477,table_13_1774187719104768688
