img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,NDI_df
160,1.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8438341,0.04966232,0.85509133,0.8438341,0.9833514,3.4397655,datasets/ndi_tables/ndi_table_of_img_160_1765443659.3171482.csv
160,2.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8157886,0.05677559,0.82840335,0.8157886,0.99501514,3.4819648,datasets/ndi_tables/ndi_table_of_img_160_1765443725.2973406.csv
160,3.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8368417,0.04295208,0.84493047,0.8368417,0.9523118,3.3274639,datasets/ndi_tables/ndi_table_of_img_160_1765443791.894764.csv
160,5.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8478129,0.04599344,0.8577403,0.8478129,1.0146949,3.5531662,datasets/ndi_tables/ndi_table_of_img_160_1765443857.5845134.csv
160,4.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8106222,0.05586786,0.82414407,0.8106222,1.007623,3.5275798,datasets/ndi_tables/ndi_table_of_img_160_1765443924.3735747.csv
160,8.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8107342,0.047183044,0.8194616,0.8107342,1.0384895,3.6392548,datasets/ndi_tables/ndi_table_of_img_160_1765443990.4672265.csv
160,7.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.84088486,0.049550638,0.85311174,0.84088486,1.0075449,3.527297,datasets/ndi_tables/ndi_table_of_img_160_1765444058.19245.csv
160,6.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8145579,0.04323713,0.82443416,0.8145579,1.0084629,3.530619,datasets/ndi_tables/ndi_table_of_img_160_1765444125.2554836.csv
