img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,table_key,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
205,R3,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.9025634,0.041101143,0.90609723,0.9025634,1.0996773,3.8606322,table_22_1774184724601149528,RED_white_blue_led_ids,RED,2.77,0.03,0.5158,0.5741,0.144,0.372,31/12/2025,White+Blue LED
205,G1,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.90203243,0.050505646,0.90785813,0.90203243,1.1125488,3.9072018,table_23_1774184724601149828,GREEN_white_blue_led_ids,GREEN,1.77,0.03,0.1367,0.3499,0.087,0.049,31/12/2025,White+Blue LED
205,R13,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.8752488,0.051216744,0.8822705,0.8752488,1.0247818,3.5896606,table_24_1774184724601150028,RED_Shade_ids,RED,1.04,0.03,0.3879,0.4841,0.121,0.236,31/12/2025,Shade
205,R11,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.89542997,0.04446753,0.9002713,0.89542997,1.0961804,3.8479807,table_25_1774184724601150328,RED_Shade_ids,RED,1.37,0.03,0.4445,0.8693,0.217,0.195,31/12/2025,Shade
205,R12,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.8702968,0.06860017,0.88530463,0.8702968,1.0549861,3.6989398,table_26_1774184724601150528,RED_Shade_ids,RED,0.85,0.03,0.4124,0.6571,0.164,0.224,31/12/2025,Shade
205,G11,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.8750167,0.050974246,0.87691104,0.8750167,1.0742359,3.768585,table_27_1774184724601150828,GREEN_Shade_ids,GREEN,0.93,0.03,0.1282,0.3164,0.079,0.049,31/12/2025,Shade
205,C1,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.9086325,0.036692444,0.90718013,0.9086325,1.1153524,3.9173448,table_28_1774184724601151128,RED_Control_ids,RED,1.24,0.03,0.4537,0.3259,0.081,0.372,31/12/2025,Control-Sun
205,C2,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.91551256,0.037251305,0.91859436,0.91551256,1.1506059,4.044892,table_29_1774184724601151328,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,0.664,31/12/2025,Control-Sun
205,C3,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.9024422,0.039529007,0.9010696,0.9024422,1.1086198,3.8929865,table_30_1774184724601151628,RED_Control_ids,RED,1.09,0.03,0.6139,0.6157,0.154,0.46,31/12/2025,Control-Sun
205,C6,34.91628265,32.02517319,29-12-2025,0.4611930847167969,0.90154344,0.044597123,0.9079176,0.90154344,1.125494,3.9540372,table_31_1774184724601151928,GREEN_Control_ids,GREEN,2.12,0.03,0.1153,0.2914,0.073,0.042,31/12/2025,Control-Sun
196,R1,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.618207,0.010048736,0.6175421,0.618207,0.8830742,3.0769625,table_32_1774184724601152128,RED_white_blue_led_ids,RED,1.32,0.03,0.3447,0.4428,0.111,0.234,31/12/2025,White+Blue LED
196,R2,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6209734,0.011362465,0.6201859,0.6209734,0.8848532,3.0833988,table_33_1774184724601152828,RED_white_blue_led_ids,RED,1.71,0.03,0.4441,0.7598,0.19,0.254,31/12/2025,White+Blue LED
196,R3,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.61584,0.009459162,0.6152084,0.61584,0.8703322,3.0308616,table_34_1774184724601153028,RED_white_blue_led_ids,RED,2.77,0.03,0.5158,0.5741,0.144,0.372,31/12/2025,White+Blue LED
196,R6,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6214062,0.011456872,0.6201859,0.6214062,0.8898046,3.1013126,table_35_1774184724601153228,RED_white_led_ids,RED,1.29,0.03,0.3906,0.5912,0.148,0.243,31/12/2025,White LED
196,R7,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6172283,0.009956965,0.6157636,0.6172283,0.88166475,3.0718634,table_36_1774184724601153528,RED_white_led_ids,RED,1.17,0.03,0.4189,0.6681,0.167,0.252,31/12/2025,White LED
196,R8,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6263039,0.013246776,0.6263837,0.6263039,0.90438116,3.154051,table_37_1774184724601153728,RED_white_led_ids,RED,0.89,0.03,0.4001,0.6581,0.165,0.236,31/12/2025,White LED
196,G6,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6225253,0.011978296,0.62269133,0.6225253,0.8928948,3.1124935,table_38_1774184724601153928,GREEN_white_led_ids,GREEN,1.84,0.03,0.1095,0.2889,0.072,0.037,31/12/2025,White LED
196,R11,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6118633,0.007071546,0.61169696,0.6118633,0.849747,2.9563847,table_39_1774184724601154128,RED_Shade_ids,RED,1.37,0.03,0.4445,0.8693,0.217,0.195,31/12/2025,Shade
196,R13,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6133195,0.008328045,0.61322314,0.6133195,0.85802144,2.9863212,table_40_1774184724601154428,RED_Shade_ids,RED,1.04,0.03,0.3879,0.4841,0.121,0.236,31/12/2025,Shade
196,R12,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.60797197,0.0060317805,0.6052632,0.60797197,0.8411786,2.925384,table_41_1774184724601155028,RED_Shade_ids,RED,0.85,0.03,0.4124,0.6571,0.164,0.224,31/12/2025,Shade
196,G11,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.61338097,0.0079500675,0.61322314,0.61338097,0.8611359,2.9975896,table_42_1774184724601155228,GREEN_Shade_ids,GREEN,0.93,0.03,0.1282,0.3164,0.079,0.049,31/12/2025,Shade
196,C3,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.61787623,0.010403376,0.61665875,0.61787623,0.87038493,3.031053,table_43_1774184724601155428,RED_Control_ids,RED,1.09,0.03,0.6139,0.6157,0.154,0.46,31/12/2025,Control-Sun
196,C2,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.62054753,0.012052248,0.61963576,0.62054753,0.8943187,3.1176453,table_44_1774184724601155728,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,0.664,31/12/2025,Control-Sun
196,C6,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.620833,0.011386898,0.6201859,0.620833,0.88633865,3.088773,table_45_1774184724601155928,GREEN_Control_ids,GREEN,2.12,0.03,0.1153,0.2914,0.073,0.042,31/12/2025,Control-Sun
196,C1,34.91629028,32.02527237,29-12-2025,0.2123069763183593,0.6209072,0.011425283,0.6201859,0.6209072,0.8865746,3.089627,table_46_1774184724601156128,RED_Control_ids,RED,1.24,0.03,0.4537,0.3259,0.081,0.372,31/12/2025,Control-Sun
188,G1,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7339327,0.04490274,0.74217314,0.7339327,0.90777636,3.166335,table_47_1774184724601156328,GREEN_white_blue_led_ids,GREEN,1.77,0.03,0.1367,0.3499,0.087,0.049,31/12/2025,White+Blue LED
188,R1,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7662424,0.034719247,0.76810104,0.7662424,0.9792568,3.4249513,table_48_1774184724601156528,RED_white_blue_led_ids,RED,1.32,0.03,0.3447,0.4428,0.111,0.234,31/12/2025,White+Blue LED
188,R2,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.77071375,0.029017948,0.77194566,0.77071375,0.9732141,3.4030886,table_49_1774184724601156728,RED_white_blue_led_ids,RED,1.71,0.03,0.4441,0.7598,0.19,0.254,31/12/2025,White+Blue LED
188,R3,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.75025225,0.0333772,0.75159234,0.75025225,0.91432095,3.1900132,table_50_1774184724601156928,RED_white_blue_led_ids,RED,2.77,0.03,0.5158,0.5741,0.144,0.372,31/12/2025,White+Blue LED
188,G6,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7644745,0.036645975,0.76927745,0.7644745,0.9838108,3.441427,table_51_1774184724601157229,GREEN_white_led_ids,GREEN,1.84,0.03,0.1095,0.2889,0.072,0.037,31/12/2025,White LED
188,G11,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.74662304,0.03633585,0.7505902,0.74662304,0.92194337,3.2175913,table_52_1774184724601157429,GREEN_Shade_ids,GREEN,0.93,0.03,0.1282,0.3164,0.079,0.049,31/12/2025,Shade
188,C6,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.75472224,0.03625398,0.75918174,0.75472224,0.90331835,3.1502059,table_53_1774184724601157929,GREEN_Control_ids,GREEN,2.12,0.03,0.1153,0.2914,0.073,0.042,31/12/2025,Control-Sun
188,R8,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.77258635,0.033563185,0.7772057,0.77258635,0.95281327,3.3292785,table_54_1774184724601158129,RED_white_led_ids,RED,0.89,0.03,0.4001,0.6581,0.165,0.236,31/12/2025,White LED
188,R7,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7694286,0.03293572,0.77592266,0.7694286,0.98015827,3.4282126,table_55_1774184724601158329,RED_white_led_ids,RED,1.17,0.03,0.4189,0.6681,0.167,0.252,31/12/2025,White LED
188,R6,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7730429,0.033397626,0.77679473,0.7730429,0.9939463,3.478098,table_56_1774184724601158529,RED_white_led_ids,RED,1.29,0.03,0.3906,0.5912,0.148,0.243,31/12/2025,White LED
188,R13,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7361287,0.030317927,0.73890066,0.7361287,0.87321365,3.041287,table_57_1774184724601158729,RED_Shade_ids,RED,1.04,0.03,0.3879,0.4841,0.121,0.236,31/12/2025,Shade
188,R12,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7634559,0.028656285,0.76832145,0.7634559,0.9474897,3.310018,table_58_1774184724601158929,RED_Shade_ids,RED,0.85,0.03,0.4124,0.6571,0.164,0.224,31/12/2025,Shade
188,R11,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.74705875,0.03225049,0.7488428,0.74705875,0.9227221,3.2204084,table_59_1774184724601159129,RED_Shade_ids,RED,1.37,0.03,0.4445,0.8693,0.217,0.195,31/12/2025,Shade
188,C2,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.75951356,0.027108124,0.76085895,0.75951356,0.9000638,3.1384304,table_60_1774184724601159429,RED_Control_ids,RED,1.28,0.03,0.7704,0.4259,0.106,0.664,31/12/2025,Control-Sun
188,C3,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.76158696,0.028130956,0.7664429,0.76158696,0.9109559,3.1778383,table_61_1774184724601159629,RED_Control_ids,RED,1.09,0.03,0.6139,0.6157,0.154,0.46,31/12/2025,Control-Sun
188,C1,34.91629028,32.02523041,29-12-2025,0.5073051452636719,0.7634856,0.02937753,0.7666882,0.7634856,0.9229838,3.2213557,table_62_1774184724601159829,RED_Control_ids,RED,1.24,0.03,0.4537,0.3259,0.081,0.372,31/12/2025,Control-Sun
