img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean
160,1.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8438341,0.04966232,0.85509133,0.8438341,0.9833514,3.4397655
160,2.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8157886,0.05677559,0.82840335,0.8157886,0.99501514,3.4819648
160,3.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8368417,0.04295208,0.84493047,0.8368417,0.9523118,3.3274639
160,5.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8478129,0.04599344,0.8577403,0.8478129,1.0146949,3.5531662
160,4.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8106222,0.05586786,0.82414407,0.8106222,1.007623,3.5275798
160,8.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8107342,0.047183044,0.8194616,0.8107342,1.0384895,3.6392548
160,7.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.84088486,0.049550638,0.85311174,0.84088486,1.0075449,3.527297
160,6.0,34.91624069,32.02518463,01-12-2025,0.08599472045898438,0.8145579,0.04323713,0.82443416,0.8145579,1.0084629,3.530619
163,7.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.84092337,0.052845493,0.85820764,0.84092337,0.97204155,3.3988461
163,3.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.83045554,0.042476125,0.8380396,0.83045554,0.9658063,3.376287
163,6.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.8102097,0.04886139,0.82186705,0.8102097,0.98968637,3.4626856
163,1.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.849051,0.047333825,0.86185837,0.849051,1.0190638,3.5689728
163,4.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.822233,0.057995714,0.8403537,0.822233,0.99273914,3.4737303
163,5.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.857098,0.046775177,0.87150127,0.857098,0.9998935,3.4996145
163,2.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.8255897,0.0534666,0.8425006,0.8255897,0.97660583,3.41536
163,8.0,34.91619492,32.02517319,01-12-2025,0.08010482788085938,0.8246671,0.054453067,0.8400538,0.8246671,1.0187944,3.5679982
161,2.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.8277259,0.05775281,0.84478885,0.8277259,0.99896616,3.4962592
161,5.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.8401485,0.051139217,0.8521813,0.8401485,1.012036,3.5435462
161,4.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.81546676,0.062017187,0.82719356,0.81546676,0.9906993,3.4663503
161,1.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.8457907,0.048203964,0.85633874,0.8457907,0.98533636,3.446947
161,7.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.8453792,0.045393948,0.8594801,0.8453792,0.9808037,3.430548
161,8.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.82446414,0.049101803,0.833028,0.82446414,1.033408,3.6208706
161,3.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.84614,0.03510308,0.8525877,0.84614,0.9504532,3.3207397
161,6.0,34.91622543,32.02519608,01-12-2025,0.08392333984375,0.8229744,0.046115737,0.8325918,0.8229744,0.99474484,3.4809868
162,6.0,34.91620255,32.02521515,01-12-2025,0.07647323608398438,0.8123235,0.04510127,0.824468,0.8123235,1.0306269,3.6108081
162,1.0,34.91620255,32.02521515,01-12-2025,0.07647323608398438,0.84077394,0.056578986,0.8575579,0.84077394,1.0129302,3.5467813
